o_zone_id,d_zone_id,volume,
6,10,11.0826,
6,11,106.7932,
6,12,7.7951,
6,13,46.0929,
6,14,131.5342,
6,15,54.9726,
6,16,41.6531,
6,17,31.4177,
6,18,12.2350,
6,19,22.8431,
6,20,8.0663,
6,21,32.6717,
6,22,4.6432,
6,23,18.8778,
6,24,12.6417,
6,25,15.2174,
6,26,7.3206,
6,27,12.5400,
6,28,17.3526,
6,29,9.7270,
6,30,6.7445,
6,31,29.6893,
6,32,29.4859,
6,33,12.2350,
6,34,36.0948,
6,35,5.5583,
6,36,15.9631,
6,37,27.0118,
6,38,30.5704,
6,39,5.5922,
6,40,4.7110,
6,41,116.3846,
7,1,163.1573,
7,2,88.4182,
7,3,135.6218,
7,4,11.0921,
7,5,71.6560,
7,6,65.4897,
7,7,58.4730,
7,8,4.1463,
7,9,107.2004,
7,10,11.5883,
7,11,111.6656,
7,12,8.1508,
7,13,48.1959,
7,14,137.5355,
7,15,57.4807,
7,16,43.5535,
7,17,32.8512,
7,18,12.7932,
7,19,23.8853,
7,20,8.4343,
7,21,34.1624,
7,22,4.8550,
7,23,19.7391,
7,24,13.2184,
7,25,15.9117,
7,26,7.6546,
7,27,13.1121,
7,28,18.1443,
7,29,10.1708,
7,30,7.0522,
7,31,31.0438,
7,32,30.8312,
7,33,12.7932,
7,34,37.7416,
7,35,5.8119,
7,36,16.6914,
7,37,28.2442,
7,38,31.9652,
7,39,5.8473,
7,40,4.9259,
7,41,121.6946,
8,1,11.4103,
8,2,6.1835,
8,3,9.4846,
8,4,0.7757,
8,5,5.0112,
8,6,4.5800,
8,7,4.0893,
8,8,0.2900,
8,9,7.4970,
8,10,0.8104,
8,11,7.8093,
8,12,0.5700,
8,13,3.3705,
8,14,9.6184,
8,15,4.0199,
8,16,3.0459,
8,17,2.2974,
8,18,0.8947,
8,19,1.6704,
8,20,0.5898,
8,21,2.3891,
8,22,0.3395,
8,23,1.3804,
8,24,0.9244,
8,25,1.1128,
8,26,0.5353,
8,27,0.9170,
8,28,1.2689,
8,29,0.7113,
8,30,0.4932,
8,31,2.1710,
8,32,2.1562,
8,33,0.8947,
8,34,2.6394,
8,35,0.4064,
8,36,1.1673,
8,37,1.9752,
8,38,2.2355,
8,39,0.4089,
8,40,0.3445,
8,41,8.5106,
9,1,401.0178,
9,2,217.3196,
9,3,333.3395,
9,4,27.2629,
9,5,176.1203,
9,6,160.9646,
9,7,143.7184,
9,8,10.1909,
9,9,263.4836,
9,10,28.4824,
9,11,274.4585,
9,12,20.0335,
9,13,118.4588,
9,14,338.0430,
9,15,141.2795,
9,16,107.0484,
9,17,80.7436,
9,18,31.4438,
9,19,58.7068,
9,20,20.7303,
9,21,83.9664,
9,22,11.9330,
9,23,48.5158,
9,24,32.4891,
9,25,39.1088,
9,26,18.8140,
9,27,32.2278,
9,28,44.5962,
9,29,24.9983,
9,30,17.3333,
9,31,76.3014,
9,32,75.7788,
9,33,31.4438,
9,34,92.7637,
9,35,14.2847,
9,36,41.0251,
9,37,69.4203,
9,38,78.5660,
9,39,14.3718,
9,40,12.1072,
9,41,299.1084,
10,1,77.6289,
10,2,42.0687,
10,3,64.5278,
10,4,5.2776,
10,5,34.0933,
10,6,31.1595,
10,7,27.8210,
10,8,1.9728,
10,9,51.0051,
10,10,5.5136,
10,11,53.1296,
10,12,3.8781,
10,13,22.9312,
10,14,65.4383,
10,15,27.3489,
10,16,20.7224,
10,17,15.6303,
10,18,6.0869,
10,19,11.3644,
10,20,4.0130,
10,21,16.2542,
10,22,2.3100,
10,23,9.3917,
10,24,6.2892,
10,25,7.5707,
10,26,3.6420,
10,27,6.2386,
10,28,8.6329,
10,29,4.8392,
10,30,3.3554,
10,31,14.7704,
10,32,14.6692,
10,33,6.0869,
10,34,17.9572,
10,35,2.7652,
10,36,7.9416,
10,37,13.4384,
10,38,15.2088,
10,39,2.7821,
10,40,2.3437,
10,41,57.9013,
11,1,365.6166,
11,2,198.1350,
11,3,303.9129,
11,4,24.8562,
11,5,160.5727,
11,6,146.7549,
11,7,131.0312,
11,8,9.2913,
11,9,240.2238,
11,10,25.9680,
11,11,250.2298,
11,12,18.2649,
11,13,108.0014,
11,14,308.2012,
11,15,128.8076,
11,16,97.5984,
11,17,73.6157,
11,18,28.6680,
11,19,53.5242,
11,20,18.9003,
11,21,76.5540,
11,22,10.8796,
11,23,44.2329,
11,24,29.6210,
11,25,35.6564,
11,26,17.1532,
11,27,29.3827,
11,28,40.6594,
11,29,22.7915,
11,30,15.8032,
11,31,69.5656,
11,32,69.0892,
11,33,28.6680,
11,34,84.5747,
11,35,13.0237,
11,36,37.4034,
11,37,63.2920,
11,38,71.6304,
11,39,13.1031,
11,40,11.0384,
11,41,272.7036,
12,1,22.4305,
12,2,12.1555,
12,3,18.6450,
12,4,1.5249,
12,5,9.8511,
12,6,9.0034,
12,7,8.0387,
12,8,0.5700,
12,9,14.7377,
12,10,1.5931,
12,11,15.3515,
12,12,1.1205,
12,13,6.6259,
12,14,18.9080,
12,15,7.9023,
12,16,5.9876,
12,17,4.5163,
12,18,1.7588,
12,19,3.2837,
12,20,1.1595,
12,21,4.6966,
12,22,0.6675,
12,23,2.7137,
12,24,1.8172,
12,25,2.1875,
12,26,1.0523,
12,27,1.8026,
12,28,2.4944,
12,29,1.3983,
12,30,0.9695,
12,31,4.2678,
12,32,4.2386,
12,33,1.7588,
12,34,5.1886,
12,35,0.7990,
12,36,2.2947,
12,37,3.8829,
12,38,4.3945,
12,39,0.8039,
12,40,0.6772,
12,41,16.7303,
13,1,241.1763,
13,2,130.6983,
13,3,200.4739,
13,4,16.3962,
13,5,105.9206,
13,6,96.8058,
13,7,86.4337,
13,8,6.1289,
13,9,158.4618,
13,10,17.1296,
13,11,165.0622,
13,12,12.0483,
13,13,71.2423,
13,14,203.3026,
13,15,84.9670,
13,16,64.3800,
13,17,48.5600,
13,18,18.9107,
13,19,35.3069,
13,20,12.4674,
13,21,50.4983,
13,22,7.1766,
13,23,29.1779,
13,24,19.5393,
13,25,23.5205,
13,26,11.3150,
13,27,19.3821,
13,28,26.8206,
13,29,15.0342,
13,30,10.4244,
13,31,45.8885,
13,32,45.5742,
13,33,18.9107,
13,34,55.7890,
13,35,8.5910,
13,36,24.6729,
13,37,41.7501,
13,38,47.2504,
13,39,8.6434,
13,40,7.2814,
13,41,179.8869,
14,1,264.3870,
14,2,143.2766,
14,3,219.7673,
14,4,17.9742,
14,5,116.1143,
14,6,106.1223,
14,7,94.7521,
14,8,6.7188,
14,9,173.7121,
14,10,18.7781,
14,11,180.9477,
14,12,13.2079,
14,13,78.0987,
14,14,222.8683,
14,15,93.1441,
14,16,70.5759,
14,17,53.2334,
14,18,20.7306,
14,19,38.7048,
14,20,13.6673,
14,21,55.3582,
14,22,7.8673,
14,23,31.9860,
14,24,21.4197,
14,25,25.7840,
14,26,12.4039,
14,27,21.2474,
14,28,29.4019,
14,29,16.4811,
14,30,11.4277,
14,31,50.3047,
14,32,49.9602,
14,33,20.7306,
14,34,61.1581,
14,35,9.4178,
14,36,27.0474,
14,37,45.7681,
14,38,51.7978,
14,39,9.4752,
14,40,7.9821,
14,41,197.1991,
15,1,150.4792,
15,2,81.5477,
15,3,125.0834,
15,4,10.2302,
15,5,66.0880,
15,6,60.4009,
15,7,53.9293,
15,8,3.8241,
15,9,98.8704,
15,10,10.6878,
15,11,102.9887,
15,12,7.5174,
15,13,44.4508,
15,14,126.8483,
15,15,53.0142,
15,16,40.1692,
15,17,30.2985,
15,18,11.7991,
15,19,22.0293,
15,20,7.7789,
15,21,31.5078,
15,22,4.4778,
15,23,18.2052,
15,24,12.1913,
15,25,14.6753,
15,26,7.0598,
15,27,12.0932,
15,28,16.7344,
15,29,9.3804,
15,30,6.5042,
15,31,28.6316,
15,32,28.4355,
15,33,11.7991,
15,34,34.8089,
15,35,5.3602,
15,36,15.3944,
15,37,26.0495,
15,38,29.4814,
15,39,5.3929,
15,40,4.5431,
15,41,112.2384,
16,1,162.9622,
16,2,88.3125,
16,3,135.4597,
16,4,11.0789,
16,5,71.5703,
16,6,65.4114,
16,7,58.4031,
16,8,4.1413,
16,9,107.0723,
16,10,11.5744,
16,11,111.5321,
16,12,8.1410,
16,13,48.1383,
16,14,137.3711,
16,15,57.4120,
16,16,43.5014,
16,17,32.8119,
16,18,12.7779,
16,19,23.8568,
16,20,8.4242,
16,21,34.1215,
16,22,4.8492,
16,23,19.7155,
16,24,13.2026,
16,25,15.8927,
16,26,7.6455,
16,27,13.0964,
16,28,18.1226,
16,29,10.1586,
16,30,7.0438,
16,31,31.0067,
16,32,30.7943,
16,33,12.7779,
16,34,37.6965,
16,35,5.8049,
16,36,16.6714,
16,37,28.2104,
16,38,31.9270,
16,39,5.8403,
16,40,4.9200,
16,41,121.5492,
17,1,90.4045,
17,2,48.9920,
17,3,75.1473,
17,4,6.1461,
17,5,39.7042,
17,6,36.2875,
17,7,32.3995,
17,8,2.2974,
17,9,59.3992,
17,10,6.4210,
17,11,61.8733,
17,12,4.5163,
17,13,26.7051,
17,14,76.2076,
17,15,31.8497,
17,16,24.1327,
17,17,18.2027,
17,18,7.0886,
17,19,13.2347,
17,20,4.6734,
17,21,18.9292,
17,22,2.6901,
17,23,10.9373,
17,24,7.3243,
17,25,8.8166,
17,26,4.2414,
17,27,7.2654,
17,28,10.0537,
17,29,5.6356,
17,30,3.9076,
17,31,17.2012,
17,32,17.0834,
17,33,7.0886,
17,34,20.9124,
17,35,3.2203,
17,36,9.2486,
17,37,15.6500,
17,38,17.7118,
17,39,3.2400,
17,40,2.7294,
17,41,67.4303,
18,1,99.6693,
18,2,54.0128,
18,3,82.8485,
18,4,6.7760,
18,5,43.7731,
18,6,40.0063,
18,7,35.7199,
18,8,2.5329,
18,9,65.4865,
18,10,7.0790,
18,11,68.2142,
18,12,4.9791,
18,13,29.4418,
18,14,84.0175,
18,15,35.1137,
18,16,26.6059,
18,17,20.0681,
18,18,7.8151,
18,19,14.5910,
18,20,5.1523,
18,21,20.8691,
18,22,2.9658,
18,23,12.0582,
18,24,8.0749,
18,25,9.7201,
18,26,4.6761,
18,27,8.0099,
18,28,11.0840,
18,29,6.2131,
18,30,4.3080,
18,31,18.9640,
18,32,18.8341,
18,33,7.8151,
18,34,23.0556,
18,35,3.5503,
18,36,10.1964,
18,37,17.2538,
18,38,19.5269,
18,39,3.5720,
18,40,3.0091,
18,41,74.3407,
19,1,65.7310,
19,2,35.6210,
19,3,54.6378,
19,4,4.4687,
19,5,28.8680,
19,6,26.3838,
19,7,23.5569,
19,8,1.6704,
19,9,43.1877,
19,10,4.6686,
19,11,44.9866,
19,12,3.2837,
19,13,19.4166,
19,14,55.4088,
19,15,23.1572,
19,16,17.5464,
19,17,13.2347,
19,18,5.1540,
19,19,9.6227,
19,20,3.3979,
19,21,13.7630,
19,22,1.9559,
19,23,7.9523,
19,24,5.3253,
19,25,6.4103,
19,26,3.0838,
19,27,5.2825,
19,28,7.3098,
19,29,4.0975,
19,30,2.8411,
19,31,12.5066,
19,32,12.4209,
19,33,5.1540,
19,34,15.2049,
19,35,2.3414,
19,36,6.7244,
19,37,11.3787,
19,38,12.8778,
19,39,2.3557,
19,40,1.9845,
19,41,49.0270,
20,1,23.2107,
20,2,12.5783,
20,3,19.2935,
20,4,1.5780,
20,5,10.1937,
20,6,9.3165,
20,7,8.3183,
20,8,0.5898,
20,9,15.2503,
20,10,1.6485,
20,11,15.8855,
20,12,1.1595,
20,13,6.8563,
20,14,19.5657,
20,15,8.1772,
20,16,6.1959,
20,17,4.6734,
20,18,1.8199,
20,19,3.3979,
20,20,1.1999,
20,21,4.8599,
20,22,0.6907,
20,23,2.8081,
20,24,1.8804,
20,25,2.2636,
20,26,1.0889,
20,27,1.8653,
20,28,2.5812,
20,29,1.4469,
20,30,1.0032,
20,31,4.4163,
20,32,4.3860,
20,33,1.8199,
20,34,5.3691,
20,35,0.8268,
20,36,2.3745,
20,37,4.0180,
20,38,4.5474,
20,39,0.8318,
20,40,0.7008,
20,41,17.3122,
21,1,94.0129,
21,2,50.9475,
21,3,78.1467,
21,4,6.3914,
21,5,41.2889,
21,6,37.7359,
21,7,33.6927,
21,8,2.3891,
21,9,61.7700,
21,10,6.6773,
21,11,64.3429,
21,12,4.6966,
21,13,27.7710,
21,14,79.2494,
21,15,33.1210,
21,16,25.0960,
21,17,18.9292,
21,18,7.3716,
21,19,13.7630,
21,20,4.8599,
21,21,19.6847,
21,22,2.7975,
21,23,11.3738,
21,24,7.6166,
21,25,9.1685,
21,26,4.4107,
21,27,7.5553,
21,28,10.4550,
21,29,5.8605,
21,30,4.0635,
21,31,17.8878,
21,32,17.7653,
21,33,7.3716,
21,34,21.7471,
21,35,3.3489,
21,36,9.6177,
21,37,16.2746,
21,38,18.4187,
21,39,3.3693,
21,40,2.8384,
21,41,70.1217,
22,1,13.3608,
22,2,7.2405,
22,3,11.1059,
22,4,0.9083,
22,5,5.8678,
22,6,5.3629,
22,7,4.7883,
22,8,0.3395,
22,9,8.7785,
22,10,0.9490,
22,11,9.1442,
22,12,0.6675,
22,13,3.9467,
22,14,11.2626,
22,15,4.7070,
22,16,3.5665,
22,17,2.6901,
22,18,1.0476,
22,19,1.9559,
22,20,0.6907,
22,21,2.7975,
22,22,0.3976,
22,23,1.6164,
22,24,1.0824,
22,25,1.3030,
22,26,0.6268,
22,27,1.0737,
22,28,1.4858,
22,29,0.8329,
22,30,0.5775,
22,31,2.5421,
22,32,2.5247,
22,33,1.0476,
22,34,3.0906,
22,35,0.4759,
22,36,1.3668,
22,37,2.3129,
22,38,2.6176,
22,39,0.4788,
22,40,0.4034,
22,41,9.9654,
23,1,54.3207,
23,2,29.4375,
23,3,45.1532,
23,4,3.6930,
23,5,23.8568,
23,6,21.8038,
23,7,19.4677,
23,8,1.3804,
23,9,35.6908,
23,10,3.8581,
23,11,37.1774,
23,12,2.7137,
23,13,16.0461,
23,14,45.7904,
23,15,19.1373,
23,16,14.5005,
23,17,10.9373,
23,18,4.2593,
23,19,7.9523,
23,20,2.8081,
23,21,11.3738,
23,22,1.6164,
23,23,6.5718,
23,24,4.4009,
23,25,5.2976,
23,26,2.5485,
23,27,4.3655,
23,28,6.0409,
23,29,3.3862,
23,30,2.3479,
23,31,10.3356,
23,32,10.2648,
23,33,4.2593,
23,34,12.5655,
23,35,1.9350,
23,36,5.5571,
23,37,9.4035,
23,38,10.6423,
23,39,1.9468,
23,40,1.6400,
23,41,40.5164,
24,1,36.3764,
24,2,19.7131,
24,3,30.2373,
24,4,2.4730,
24,5,15.9759,
24,6,14.6011,
24,7,13.0367,
24,8,0.9244,
24,9,23.9006,
24,10,2.5836,
24,11,24.8962,
24,12,1.8172,
24,13,10.7454,
24,14,30.6639,
24,15,12.8155,
24,16,9.7104,
24,17,7.3243,
24,18,2.8523,
24,19,5.3253,
24,20,1.8804,
24,21,7.6166,
24,22,1.0824,
24,23,4.4009,
24,24,2.9471,
24,25,3.5476,
24,26,1.7066,
24,27,2.9234,
24,28,4.0453,
24,29,2.2676,
24,30,1.5723,
24,31,6.9213,
24,32,6.8739,
24,33,2.8523,
24,34,8.4146,
24,35,1.2958,
24,36,3.7214,
24,37,6.2971,
24,38,7.1267,
24,39,1.3037,
24,40,1.0982,
24,41,27.1322,
25,1,43.7882,
25,2,23.7297,
25,3,36.3982,
25,4,2.9769,
25,5,19.2310,
25,6,17.5761,
25,7,15.6930,
25,8,1.1128,
25,9,28.7705,
25,10,3.1101,
25,11,29.9688,
25,12,2.1875,
25,13,12.9348,
25,14,36.9118,
25,15,15.4267,
25,16,11.6889,
25,17,8.8166,
25,18,3.4334,
25,19,6.4103,
25,20,2.2636,
25,21,9.1685,
25,22,1.3030,
25,23,5.2976,
25,24,3.5476,
25,25,4.2704,
25,26,2.0544,
25,27,3.5190,
25,28,4.8696,
25,29,2.7296,
25,30,1.8927,
25,31,8.3315,
25,32,8.2745,
25,33,3.4334,
25,34,10.1291,
25,35,1.5598,
25,36,4.4796,
25,37,7.5802,
25,38,8.5788,
25,39,1.5693,
25,40,1.3220,
25,41,32.6604,
26,1,21.0651,
26,2,11.4156,
26,3,17.5101,
26,4,1.4321,
26,5,9.2515,
26,6,8.4553,
26,7,7.5494,
26,8,0.5353,
26,9,13.8406,
26,10,1.4962,
26,11,14.4171,
26,12,1.0523,
26,13,6.2225,
26,14,17.7571,
26,15,7.4213,
26,16,5.6232,
26,17,4.2414,
26,18,1.6517,
26,19,3.0838,
26,20,1.0889,
26,21,4.4107,
26,22,0.6268,
26,23,2.5485,
26,24,1.7066,
26,25,2.0544,
26,26,0.9883,
26,27,1.6929,
26,28,2.3426,
26,29,1.3131,
26,30,0.9105,
26,31,4.0080,
26,32,3.9806,
26,33,1.6517,
26,34,4.8728,
26,35,0.7504,
26,36,2.1550,
26,37,3.6466,
26,38,4.1270,
26,39,0.7549,
26,40,0.6360,
26,41,15.7119,
27,1,36.0838,
27,2,19.5545,
27,3,29.9941,
27,4,2.4531,
27,5,15.8474,
27,6,14.4837,
27,7,12.9319,
27,8,0.9170,
27,9,23.7084,
27,10,2.5629,
27,11,24.6959,
27,12,1.8026,
27,13,10.6590,
27,14,30.4173,
27,15,12.7124,
27,16,9.6323,
27,17,7.2654,
27,18,2.8293,
27,19,5.2825,
27,20,1.8653,
27,21,7.5553,
27,22,1.0737,
27,23,4.3655,
27,24,2.9234,
27,25,3.5190,
27,26,1.6929,
27,27,2.8999,
27,28,4.0128,
27,29,2.2494,
27,30,1.5597,
27,31,6.8656,
27,32,6.8186,
27,33,2.8293,
27,34,8.3469,
27,35,1.2853,
27,36,3.6915,
27,37,6.2465,
27,38,7.0694,
27,39,1.2932,
27,40,1.0894,
27,41,26.9139,
28,1,49.9322,
28,2,27.0592,
28,3,41.5053,
28,4,3.3946,
28,5,21.9294,
28,6,20.0423,
28,7,17.8949,
28,8,1.2689,
28,9,32.8073,
28,10,3.5464,
28,11,34.1738,
28,12,2.4944,
28,13,14.7497,
28,14,42.0910,
28,15,17.5912,
28,16,13.3290,
28,17,10.0537,
28,18,3.9152,
28,19,7.3098,
28,20,2.5812,
28,21,10.4550,
28,22,1.4858,
28,23,6.0409,
28,24,4.0453,
28,25,4.8696,
28,26,2.3426,
28,27,4.0128,
28,28,5.5528,
28,29,3.1126,
28,30,2.1582,
28,31,9.5006,
28,32,9.4355,
28,33,3.9152,
28,34,11.5503,
28,35,1.7786,
28,36,5.1082,
28,37,8.6438,
28,38,9.7825,
28,39,1.7895,
28,40,1.5075,
28,41,37.2431,
29,1,28.0868,
29,2,15.2208,
29,3,23.3467,
29,4,1.9095,
29,5,12.3353,
29,6,11.2738,
29,7,10.0659,
29,8,0.7138,
29,9,18.4541,
29,10,1.9949,
29,11,19.2228,
29,12,1.4031,
29,13,8.2967,
29,14,23.6762,
29,15,9.8951,
29,16,7.4976,
29,17,5.6552,
29,18,2.2023,
29,19,4.1118,
29,20,1.4519,
29,21,5.8809,
29,22,0.8358,
29,23,3.3980,
29,24,2.2755,
29,25,2.7391,
29,26,1.3177,
29,27,2.2572,
29,28,3.1235,
29,29,1.7509,
29,30,1.2140,
29,31,5.3441,
29,32,5.3075,
29,33,2.2023,
29,34,6.4971,
29,35,1.0005,
29,36,2.8734,
29,37,4.8621,
29,38,5.5027,
29,39,1.0066,
29,40,0.8480,
29,41,20.9492,
30,1,19.4072,
30,2,10.5172,
30,3,16.1319,
30,4,1.3194,
30,5,8.5233,
30,6,7.7899,
30,7,6.9552,
30,8,0.4932,
30,9,12.7513,
30,10,1.3784,
30,11,13.2824,
30,12,0.9695,
30,13,5.7328,
30,14,16.3596,
30,15,6.8372,
30,16,5.1806,
30,17,3.9076,
30,18,1.5217,
30,19,2.8411,
30,20,1.0032,
30,21,4.0635,
30,22,0.5775,
30,23,2.3479,
30,24,1.5723,
30,25,1.8927,
30,26,0.9105,
30,27,1.5597,
30,28,2.1582,
30,29,1.2098,
30,30,0.8388,
30,31,3.6926,
30,32,3.6673,
30,33,1.5217,
30,34,4.4893,
30,35,0.6913,
30,36,1.9854,
30,37,3.3596,
30,38,3.8022,
30,39,0.6955,
30,40,0.5859,
30,41,14.4753,
31,1,85.4308,
31,2,46.2967,
31,3,71.0130,
31,4,5.8080,
31,5,37.5198,
31,6,34.2911,
31,7,30.6170,
31,8,2.1710,
31,9,56.1312,
31,10,6.0677,
31,11,58.4693,
31,12,4.2678,
31,13,25.2359,
31,14,72.0150,
31,15,30.0975,
31,16,22.8051,
31,17,17.2012,
31,18,6.6986,
31,19,12.5066,
31,20,4.4163,
31,21,17.8878,
31,22,2.5421,
31,23,10.3356,
31,24,6.9213,
31,25,8.3315,
31,26,4.0080,
31,27,6.8656,
31,28,9.5006,
31,29,5.3255,
31,30,3.6926,
31,31,16.2549,
31,32,16.1435,
31,33,6.6986,
31,34,19.7619,
31,35,3.0431,
31,36,8.7398,
31,37,14.7890,
31,38,16.7373,
31,39,3.0617,
31,40,2.5793,
31,41,63.7206,
32,1,84.8457,
32,2,45.9796,
32,3,70.5266,
32,4,5.7682,
32,5,37.2628,
32,6,34.0562,
32,7,30.4073,
32,8,2.1562,
32,9,55.7468,
32,10,6.0262,
32,11,58.0688,
32,12,4.2386,
32,13,25.0630,
32,14,71.5217,
32,15,29.8913,
32,16,22.6489,
32,17,17.0834,
32,18,6.6528,
32,19,12.4209,
32,20,4.3860,
32,21,17.7653,
32,22,2.5247,
32,23,10.2648,
32,24,6.8739,
32,25,8.2745,
32,26,3.9806,
32,27,6.8186,
32,28,9.4355,
32,29,5.2890,
32,30,3.6673,
32,31,16.1435,
32,32,16.0330,
32,33,6.6528,
32,34,19.6266,
32,35,3.0223,
32,36,8.6799,
32,37,14.6877,
32,38,16.6227,
32,39,3.0407,
32,40,2.5616,
32,41,63.2841,
33,1,35.2061,
33,2,19.0789,
33,3,29.2645,
33,4,2.3935,
33,5,15.4619,
33,6,14.1314,
33,7,12.6173,
33,8,0.8947,
33,9,23.1317,
33,10,2.5005,
33,11,24.0952,
33,12,1.7588,
33,13,10.3997,
33,14,29.6774,
33,15,12.4032,
33,16,9.3980,
33,17,7.0886,
33,18,2.7605,
33,19,5.1540,
33,20,1.8199,
33,21,7.3716,
33,22,1.0476,
33,23,4.2593,
33,24,2.8523,
33,25,3.4334,
33,26,1.6517,
33,27,2.8293,
33,28,3.9152,
33,29,2.1946,
33,30,1.5217,
33,31,6.6986,
33,32,6.6528,
33,33,2.7605,
33,34,8.1439,
33,35,1.2541,
33,36,3.6017,
33,37,6.0945,
33,38,6.8975,
33,39,1.2617,
33,40,1.0629,
33,41,26.2593,
34,1,103.9604,
34,2,56.3382,
34,3,86.4153,
34,4,7.0677,
34,5,45.6576,
34,6,41.7287,
34,7,37.2577,
34,8,2.6419,
34,9,68.3058,
34,10,7.3838,
34,11,71.1510,
34,12,5.1935,
34,13,30.7094,
34,14,87.6347,
34,15,36.6255,
34,16,27.7514,
34,17,20.9321,
34,18,8.1515,
34,19,15.2192,
34,20,5.3741,
34,21,21.7675,
34,22,3.0935,
34,23,12.5773,
34,24,8.4225,
34,25,10.1386,
34,26,4.8774,
34,27,8.3548,
34,28,11.5612,
34,29,6.4806,
34,30,4.4935,
34,31,19.7805,
34,32,19.6450,
34,33,8.1515,
34,34,24.0482,
34,35,3.7032,
34,36,10.6354,
34,37,17.9966,
34,38,20.3676,
34,39,3.7258,
34,40,3.1387,
34,41,77.5412,
