node_id,name,x_coord,y_coord,node_type,ctrl_type,zone_id,geometry,osm_node_id,railway,level_crossing,access,description,,
670,,-87.653957,41.641428,,,0,"POINT (-87.653957 41.641428)",1390705388,,,,,,
671,,-87.646920,41.641497,,,0,"POINT (-87.646920 41.641497)",1390705390,,,,,,
672,,-87.653847,41.641500,,,0,"POINT (-87.653847 41.641500)",1390705391,,,,,,
673,,-87.653689,41.641533,,,0,"POINT (-87.653689 41.641533)",1390705393,,,,,,
674,,-87.647391,41.637574,,,0,"POINT (-87.647391 41.637574)",1402227678,,,,,,
675,,-87.647098,41.637574,,,0,"POINT (-87.647098 41.637574)",1402227683,,,,,,
676,,-87.646869,41.637602,,,0,"POINT (-87.646869 41.637602)",1402227685,,,,,,
677,,-87.646620,41.637657,,,0,"POINT (-87.646620 41.637657)",1402227689,,,,,,
678,,-87.646235,41.637762,,,0,"POINT (-87.646235 41.637762)",1402227691,,,,,,
679,,-87.645875,41.637901,,,0,"POINT (-87.645875 41.637901)",1402227692,,,,,,
680,,-87.645706,41.637974,,,0,"POINT (-87.645706 41.637974)",1402227694,,,,,,
681,,-87.645619,41.638010,,,0,"POINT (-87.645619 41.638010)",1402227695,,,,,,
682,,-87.645220,41.638178,,,0,"POINT (-87.645220 41.638178)",1402227702,,,,,,
683,,-87.645267,41.638207,,,0,"POINT (-87.645267 41.638207)",1402227704,,,,,,
684,,-87.645928,41.638283,,,0,"POINT (-87.645928 41.638283)",1402227711,,,,,,
685,,-87.645055,41.638291,,,0,"POINT (-87.645055 41.638291)",1402227712,,,,,,
686,,-87.645981,41.638311,,,0,"POINT (-87.645981 41.638311)",1402227714,,,,,,
687,,-87.644854,41.638327,,,0,"POINT (-87.644854 41.638327)",1402227716,,,,,,
688,,-87.645756,41.638377,,,0,"POINT (-87.645756 41.638377)",1402227718,,,,,,
689,,-87.644837,41.638382,,,0,"POINT (-87.644837 41.638382)",1402227719,,,,,,
690,,-87.645568,41.638405,,,0,"POINT (-87.645568 41.638405)",1402227720,,,,,,
691,,-87.645370,41.638429,,,0,"POINT (-87.645370 41.638429)",1402227722,,,,,,
692,,-87.644546,41.638463,,,0,"POINT (-87.644546 41.638463)",1402227725,,,,,,
693,,-87.644642,41.638488,,,0,"POINT (-87.644642 41.638488)",1402227727,,,,,,
694,,-87.644894,41.638492,,,0,"POINT (-87.644894 41.638492)",1402227728,,,,,,
695,,-87.645426,41.638497,,,0,"POINT (-87.645426 41.638497)",1402227731,,,,,,
696,,-87.644482,41.638566,,,0,"POINT (-87.644482 41.638566)",1402227733,switch,,,,,
697,,-87.644874,41.638554,,,0,"POINT (-87.644874 41.638554)",1402227736,,,,,,
698,,-87.644948,41.638563,,,0,"POINT (-87.644948 41.638563)",1402227737,,,,,,
699,,-87.644348,41.638568,,,0,"POINT (-87.644348 41.638568)",1402227741,,,,,,
700,,-87.645103,41.638591,,,0,"POINT (-87.645103 41.638591)",1402227743,,,,,,
701,,-87.644924,41.638611,,,0,"POINT (-87.644924 41.638611)",1402227745,,,,,,
702,,-87.645121,41.638618,,,0,"POINT (-87.645121 41.638618)",1402227748,,,,,,
703,,-87.644367,41.638627,,,0,"POINT (-87.644367 41.638627)",1402227749,,,,,,
704,,-87.644445,41.638691,,,0,"POINT (-87.644445 41.638691)",1402227751,,,,,,
705,,-87.644130,41.638713,,,0,"POINT (-87.644130 41.638713)",1402227753,,,,,,
706,,-87.644872,41.638726,,,0,"POINT (-87.644872 41.638726)",1402227754,,,,,,
707,,-87.644456,41.638731,,,0,"POINT (-87.644456 41.638731)",1402227755,,,,,,
708,,-87.644527,41.638794,,,0,"POINT (-87.644527 41.638794)",1402227760,,,,,,
709,,-87.644451,41.638779,,,0,"POINT (-87.644451 41.638779)",1402227761,,,,,,
710,,-87.644616,41.638838,,,0,"POINT (-87.644616 41.638838)",1402227764,,,,,,
711,,-87.643746,41.639025,,,0,"POINT (-87.643746 41.639025)",1402227765,switch,,,,,
712,,-87.646770,41.639068,,,0,"POINT (-87.646770 41.639068)",1402227776,,,,,,
713,,-87.647058,41.639054,,,0,"POINT (-87.647058 41.639054)",1402227777,,,,,,
714,,-87.646660,41.639088,,,0,"POINT (-87.646660 41.639088)",1402227784,,,,,,
715,,-87.646344,41.639161,,,0,"POINT (-87.646344 41.639161)",1402227788,,,,,,
716,,-87.643449,41.639270,,,0,"POINT (-87.643449 41.639270)",1402227790,,,,,,
717,,-87.646931,41.639277,,,0,"POINT (-87.646931 41.639277)",1402227794,,,,,,
718,,-87.654297,41.639317,,,0,"POINT (-87.654297 41.639317)",1402227795,,,,,,
719,,-87.645679,41.639375,,,0,"POINT (-87.645679 41.639375)",1402227796,switch,,,,,
720,,-87.645393,41.639446,,,0,"POINT (-87.645393 41.639446)",1402227803,switch,,,,,
721,,-87.645099,41.639517,,,0,"POINT (-87.645099 41.639517)",1402227809,switch,,,,,
722,,-87.643113,41.639551,,,0,"POINT (-87.643113 41.639551)",1402227811,,,,,,
723,,-87.644440,41.639672,,,0,"POINT (-87.644440 41.639672)",1402227819,,,,,,
724,,-87.642959,41.639660,,,0,"POINT (-87.642959 41.639660)",1402227820,,,,,,
725,,-87.642778,41.639782,,,0,"POINT (-87.642778 41.639782)",1402227824,,,,,,
726,,-87.643693,41.639846,,,0,"POINT (-87.643693 41.639846)",1402227825,,,,,,
727,,-87.643373,41.639885,,,0,"POINT (-87.643373 41.639885)",1402227826,,,,,,
728,,-87.643277,41.639897,,,0,"POINT (-87.643277 41.639897)",1402227829,,,,,,
729,,-87.642602,41.639879,,,0,"POINT (-87.642602 41.639879)",1402227830,,,,,,
730,,-87.643104,41.639933,,,0,"POINT (-87.643104 41.639933)",1402227832,,,,,,
731,,-87.644678,41.640010,,,0,"POINT (-87.644678 41.640010)",1402227837,,,,,,
732,,-87.647149,41.640025,,,0,"POINT (-87.647149 41.640025)",1402227838,,,,,,
733,,-87.647997,41.640025,,,0,"POINT (-87.647997 41.640025)",1402227839,,,,,,
734,,-87.642292,41.640031,,,0,"POINT (-87.642292 41.640031)",1402227841,,,,,,
735,,-87.644458,41.640044,,,0,"POINT (-87.644458 41.640044)",1402227842,,,,,,
736,,-87.647974,41.640059,,,0,"POINT (-87.647974 41.640059)",1402227843,,,,,,
737,,-87.642191,41.640063,,,0,"POINT (-87.642191 41.640063)",1402227846,,,,,,
738,,-87.642568,41.640054,,,0,"POINT (-87.642568 41.640054)",1402227848,,,,,,
739,,-87.642086,41.640088,,,0,"POINT (-87.642086 41.640088)",1402227849,,,,,,
740,,-87.642329,41.640088,,,0,"POINT (-87.642329 41.640088)",1402227850,railway_crossing,,,,,
741,,-87.642015,41.640104,,,0,"POINT (-87.642015 41.640104)",1402227851,,,,,,
742,,-87.642425,41.639969,,,0,"POINT (-87.642425 41.639969)",1402227857,,,,,,
743,,-87.641496,41.640208,,,0,"POINT (-87.641496 41.640208)",1402227859,switch,,,,,
744,,-87.640803,41.640294,,,0,"POINT (-87.640803 41.640294)",1402227862,switch,,,,,
745,,-87.640284,41.640346,,,0,"POINT (-87.640284 41.640346)",1402227864,,,,,,
746,,-87.639709,41.640385,,,0,"POINT (-87.639709 41.640385)",1402227870,,,,,,
747,,-87.637395,41.640403,,,0,"POINT (-87.637395 41.640403)",1402227871,,,,,,
748,,-87.632404,41.640427,,,0,"POINT (-87.632404 41.640427)",1402227875,,,,,,
749,,-87.632263,41.640439,,,0,"POINT (-87.632263 41.640439)",1402227878,,,,,,
750,,-87.631540,41.640499,,,0,"POINT (-87.631540 41.640499)",1402227880,switch,,,,,
751,,-87.637412,41.640476,,,0,"POINT (-87.637412 41.640476)",1402227881,,,,,,
752,,-87.631851,41.640493,,,0,"POINT (-87.631851 41.640493)",1402227882,switch,,,,,
753,,-87.633794,41.640492,,,0,"POINT (-87.633794 41.640492)",1402227883,,,,,,
754,,-87.639129,41.640520,,,0,"POINT (-87.639129 41.640520)",1402227889,,,,,,
755,,-87.633448,41.640529,,,0,"POINT (-87.633448 41.640529)",1402227890,,,,,,
756,,-87.636165,41.640559,,,0,"POINT (-87.636165 41.640559)",1402227894,,,,,,
757,,-87.634791,41.640560,,,0,"POINT (-87.634791 41.640560)",1402227895,,,,,,
758,,-87.637878,41.640560,,,0,"POINT (-87.637878 41.640560)",1402227898,,,,,,
759,,-87.633833,41.640566,,,0,"POINT (-87.633833 41.640566)",1402227906,,,,,,
760,,-87.634578,41.640596,,,0,"POINT (-87.634578 41.640596)",1402227909,,,,,,
761,,-87.637703,41.640590,,,0,"POINT (-87.637703 41.640590)",1402227911,,,,,,
762,,-87.635034,41.640622,,,0,"POINT (-87.635034 41.640622)",1402227920,,,,,,
763,,-87.632830,41.640624,,,0,"POINT (-87.632830 41.640624)",1402227922,switch,,,,,
764,,-87.633870,41.640623,,,0,"POINT (-87.633870 41.640623)",1402227924,,,,,,
765,,-87.633988,41.640624,,,0,"POINT (-87.633988 41.640624)",1402227926,switch,,,,,
766,,-87.632926,41.640693,,,0,"POINT (-87.632926 41.640693)",1402227931,,,,,,
767,,-87.632016,41.640693,,,0,"POINT (-87.632016 41.640693)",1402227933,switch,,,,,
768,,-87.633537,41.640699,,,0,"POINT (-87.633537 41.640699)",1402227936,,,,,,
769,,-87.635034,41.640704,,,0,"POINT (-87.635034 41.640704)",1402227938,,,,,,
770,,-87.645485,41.640696,,,0,"POINT (-87.645485 41.640696)",1402227940,,,,,,
771,,-87.632762,41.640728,,,0,"POINT (-87.632762 41.640728)",1402227943,,,,,,
772,,-87.633832,41.640736,,,0,"POINT (-87.633832 41.640736)",1402227945,,,,,,
773,,-87.643186,41.640735,,,0,"POINT (-87.643186 41.640735)",1402227947,,,,,,
774,,-87.645052,41.640784,,,0,"POINT (-87.645052 41.640784)",1402227956,,,,,,
775,,-87.639164,41.640777,,,0,"POINT (-87.639164 41.640777)",1402227958,,,,,,
776,,-87.642469,41.640771,,,0,"POINT (-87.642469 41.640771)",1402227962,,,,,,
777,,-87.638060,41.640777,,,0,"POINT (-87.638060 41.640777)",1402227964,,,,,,
778,,-87.634057,41.640809,,,0,"POINT (-87.634057 41.640809)",1402227967,,,,,,
779,,-87.638029,41.640812,,,0,"POINT (-87.638029 41.640812)",1402227970,,,,,,
780,,-87.641245,41.640808,,,0,"POINT (-87.641245 41.640808)",1402227973,,,,,,
781,,-87.641663,41.640810,,,0,"POINT (-87.641663 41.640810)",1402227975,,,,,,
782,,-87.636737,41.640843,,,0,"POINT (-87.636737 41.640843)",1402227976,,,,,,
783,,-87.634413,41.640844,,,0,"POINT (-87.634413 41.640844)",1402227977,,,,,,
784,,-87.638022,41.640850,,,0,"POINT (-87.638022 41.640850)",1402227979,,,,,,
785,,-87.644293,41.640855,,,0,"POINT (-87.644293 41.640855)",1402227981,,,,,,
786,,-87.642246,41.640841,,,0,"POINT (-87.642246 41.640841)",1402227982,,,,,,
787,,-87.640638,41.640844,,,0,"POINT (-87.640638 41.640844)",1402227984,,,,,,
788,,-87.641665,41.640864,,,0,"POINT (-87.641665 41.640864)",1402227985,,,,,,
789,,-87.641312,41.640864,,,0,"POINT (-87.641312 41.640864)",1402227986,,,,,,
790,,-87.644312,41.640891,,,0,"POINT (-87.644312 41.640891)",1402227988,,,,,,
791,,-87.636739,41.640883,,,0,"POINT (-87.636739 41.640883)",1402227989,,,,,,
792,,-87.634885,41.640886,,,0,"POINT (-87.634885 41.640886)",1402227991,,,,,,
793,,-87.636733,41.640918,,,0,"POINT (-87.636733 41.640918)",1402228002,,,,,,
794,,-87.635241,41.640923,,,0,"POINT (-87.635241 41.640923)",1402228005,,,,,,
795,,-87.637723,41.640919,,,0,"POINT (-87.637723 41.640919)",1402228006,,,,,,
796,,-87.642246,41.640923,,,0,"POINT (-87.642246 41.640923)",1402228008,,,,,,
797,,-87.640799,41.640929,,,0,"POINT (-87.640799 41.640929)",1402228009,,,,,,
798,,-87.642884,41.640921,,,0,"POINT (-87.642884 41.640921)",1402228010,,,,,,
799,,-87.641322,41.640937,,,0,"POINT (-87.641322 41.640937)",1402228011,,,,,,
800,,-87.643158,41.640916,,,0,"POINT (-87.643158 41.640916)",1402228012,switch,,,,,
801,,-87.643476,41.640935,,,0,"POINT (-87.643476 41.640935)",1402228013,,,,,,
802,,-87.641637,41.640937,,,0,"POINT (-87.641637 41.640937)",1402228016,,,,,,
803,,-87.643678,41.640955,,,0,"POINT (-87.643678 41.640955)",1402228017,,,,,,
804,,-87.644021,41.640984,,,0,"POINT (-87.644021 41.640984)",1402228018,,,,,,
805,,-87.638166,41.640969,,,0,"POINT (-87.638166 41.640969)",1402228023,,,,,,
806,,-87.634886,41.640978,,,0,"POINT (-87.634886 41.640978)",1402228024,,,,,,
807,,-87.633792,41.641015,,,0,"POINT (-87.633792 41.641015)",1402228025,,,,,,
808,,-87.634667,41.641016,,,0,"POINT (-87.634667 41.641016)",1402228028,,,,,,
809,,-87.635450,41.641016,,,0,"POINT (-87.635450 41.641016)",1402228031,switch,,,,,
810,,-87.640734,41.641009,,,0,"POINT (-87.640734 41.641009)",1402228033,,,,,,
811,,-87.644351,41.641049,,,0,"POINT (-87.644351 41.641049)",1402228034,,,,,,
812,,-87.645049,41.641232,,,0,"POINT (-87.645049 41.641232)",1402228040,,,,,,
813,,-87.646213,41.641555,,,0,"POINT (-87.646213 41.641555)",1402228042,,,,,,
814,,-87.646581,41.641638,,,0,"POINT (-87.646581 41.641638)",1402228043,,,,,,
815,,-87.646772,41.641674,,,0,"POINT (-87.646772 41.641674)",1402228045,,,,,,
816,,-87.648948,41.642296,,,0,"POINT (-87.648948 41.642296)",1402228072,,,,,,
817,,-87.650226,41.642305,,,0,"POINT (-87.650226 41.642305)",1402228073,,,,,,
818,,-87.651622,41.642314,,,0,"POINT (-87.651622 41.642314)",1402228074,,,,,,
819,,-87.651732,41.642314,,,0,"POINT (-87.651732 41.642314)",1402228075,,,,,,
820,,-87.655016,41.639161,,,0,"POINT (-87.655016 41.639161)",1412164535,,,,,,
821,,-87.655383,41.639233,,,0,"POINT (-87.655383 41.639233)",1412164540,switch,,,,,
822,,-87.655647,41.639295,,,0,"POINT (-87.655647 41.639295)",1412164543,switch,,,,,
823,,-87.655734,41.639322,,,0,"POINT (-87.655734 41.639322)",1412164550,switch,,,,,
824,,-87.655221,41.639377,,,0,"POINT (-87.655221 41.639377)",1412164553,switch,,,,,
825,,-87.655694,41.639449,,,0,"POINT (-87.655694 41.639449)",1412164557,switch,,,,,
826,,-87.656273,41.639495,,,0,"POINT (-87.656273 41.639495)",1412164559,,,,,,
827,,-87.662360,41.639479,,,0,"POINT (-87.662360 41.639479)",1412164566,,,,,,
828,,-87.654660,41.639544,,,0,"POINT (-87.654660 41.639544)",1412164569,,,,,,
829,,-87.654453,41.639541,,,0,"POINT (-87.654453 41.639541)",1412164576,,,,,,
830,,-87.656499,41.639548,,,0,"POINT (-87.656499 41.639548)",1412164580,,,,,,
831,,-87.655169,41.639587,,,0,"POINT (-87.655169 41.639587)",1412164581,switch,,,,,
832,,-87.660426,41.639574,,,0,"POINT (-87.660426 41.639574)",1412164583,switch,,,,,
833,,-87.656857,41.639616,,,0,"POINT (-87.656857 41.639616)",1412164584,switch,,,,,
834,,-87.655523,41.639605,,,0,"POINT (-87.655523 41.639605)",1412164585,switch,,,,,
835,,-87.655876,41.639620,,,0,"POINT (-87.655876 41.639620)",1412164593,,,,,,
836,,-87.657114,41.639641,,,0,"POINT (-87.657114 41.639641)",1412164595,,,,,,
837,,-87.656254,41.639638,,,0,"POINT (-87.656254 41.639638)",1412164597,,,,,,
838,,-87.659001,41.639635,,,0,"POINT (-87.659001 41.639635)",1412164598,switch,,,,,
839,,-87.657365,41.639657,,,0,"POINT (-87.657365 41.639657)",1412164600,switch,,,,,
840,,-87.657460,41.639657,,,0,"POINT (-87.657460 41.639657)",1412164602,switch,,,,,
841,,-87.659640,41.639659,,,0,"POINT (-87.659640 41.639659)",1412164606,,,,,,
842,,-87.656489,41.639667,,,0,"POINT (-87.656489 41.639667)",1412164609,,,,,,
843,,-87.657189,41.639672,,,0,"POINT (-87.657189 41.639672)",1412164611,,,,,,
844,,-87.659369,41.639687,,,0,"POINT (-87.659369 41.639687)",1412164612,switch,,,,,
845,,-87.656029,41.639698,,,0,"POINT (-87.656029 41.639698)",1412164614,,,,,,
846,,-87.657001,41.639698,,,0,"POINT (-87.657001 41.639698)",1412164617,switch,,,,,
847,,-87.659336,41.639693,,,0,"POINT (-87.659336 41.639693)",1412164626,switch,,,,,
848,,-87.655286,41.639750,,,0,"POINT (-87.655286 41.639750)",1412164629,switch,,,,,
849,,-87.656709,41.639752,,,0,"POINT (-87.656709 41.639752)",1412164630,,,,,,
850,,-87.655618,41.639740,,,0,"POINT (-87.655618 41.639740)",1412164631,switch,,,,,
851,,-87.656518,41.639785,,,0,"POINT (-87.656518 41.639785)",1412164632,,,,,,
852,,-87.658944,41.639786,,,0,"POINT (-87.658944 41.639786)",1412164633,,,,,,
853,,-87.656551,41.639809,,,0,"POINT (-87.656551 41.639809)",1412164634,,,,,,
854,,-87.656265,41.639835,,,0,"POINT (-87.656265 41.639835)",1412164641,,,,,,
855,,-87.658821,41.639828,,,0,"POINT (-87.658821 41.639828)",1412164645,switch,,,,,
856,,-87.656124,41.639941,,,0,"POINT (-87.656124 41.639941)",1412164647,,,,,,
857,,-87.655707,41.639933,,,0,"POINT (-87.655707 41.639933)",1412164648,switch,,,,,
858,,-87.655776,41.640053,,,0,"POINT (-87.655776 41.640053)",1412164650,switch,,,,,
859,,-87.658262,41.640037,,,0,"POINT (-87.658262 41.640037)",1412164652,switch,,,,,
860,,-87.654366,41.640050,,,0,"POINT (-87.654366 41.640050)",1412164657,,,,,,
861,,-87.654310,41.640089,,,0,"POINT (-87.654310 41.640089)",1412164661,,,,,,
862,,-87.655690,41.640081,,,0,"POINT (-87.655690 41.640081)",1412164662,switch,,,,,
863,,-87.657923,41.640160,,,0,"POINT (-87.657923 41.640160)",1412164663,switch,,,,,
864,,-87.655299,41.640235,,,0,"POINT (-87.655299 41.640235)",1412164665,,,,,,
865,,-87.655083,41.640316,,,0,"POINT (-87.655083 41.640316)",1412164676,,,,,,
866,,-87.654836,41.640373,,,0,"POINT (-87.654836 41.640373)",1412164680,switch,,,,,
867,,-87.654509,41.640431,,,0,"POINT (-87.654509 41.640431)",1412164681,,,,,,
868,,-87.654362,41.640447,,,0,"POINT (-87.654362 41.640447)",1412164683,,,,,,
869,,-87.654152,41.640455,,,0,"POINT (-87.654152 41.640455)",1412164686,,,,,,
870,,-87.654798,41.640749,,,0,"POINT (-87.654798 41.640749)",1412164693,,,,,,
871,,-87.654535,41.640789,,,0,"POINT (-87.654535 41.640789)",1412164710,,,,,,
872,,-87.654106,41.640809,,,0,"POINT (-87.654106 41.640809)",1412164712,,,,,,
873,,-87.662843,41.640327,,,0,"POINT (-87.662843 41.640327)",1499359494,,,,,,
874,,-87.660140,41.648457,,,0,"POINT (-87.660140 41.648457)",1499368296,,,,,,
875,,-87.660220,41.649456,,,0,"POINT (-87.660220 41.649456)",1499368297,,,,,,
876,,-87.674483,41.645944,,,0,"POINT (-87.674483 41.645944)",1545882519,level_crossing,,,,,
877,,-87.675222,41.646989,,,0,"POINT (-87.675222 41.646989)",1545882535,level_crossing,,,,,
878,,-87.673655,41.647034,,,0,"POINT (-87.673655 41.647034)",1567449600,,,,,,
879,,-87.674143,41.646688,,,0,"POINT (-87.674143 41.646688)",1567449655,level_crossing,,,,,
880,,-87.673927,41.646874,,,0,"POINT (-87.673927 41.646874)",1567449667,,,,,,
881,,-87.672003,41.641031,,,0,"POINT (-87.672003 41.641031)",1567449697,level_crossing,,,,,
882,,-87.663610,41.640041,,,0,"POINT (-87.663610 41.640041)",1567449704,level_crossing,,,,,
883,,-87.646676,41.641171,,,0,"POINT (-87.646676 41.641171)",1569055332,,,,,,
884,,-87.646264,41.641205,,,0,"POINT (-87.646264 41.641205)",1569055335,,,,,,
885,,-87.646164,41.641243,,,0,"POINT (-87.646164 41.641243)",1569055336,,,,,,
886,,-87.646622,41.641314,,,0,"POINT (-87.646622 41.641314)",1569055337,,,,,,
887,,-87.646108,41.641325,,,0,"POINT (-87.646108 41.641325)",1569055338,switch,,,,,
888,,-87.646720,41.641386,,,0,"POINT (-87.646720 41.641386)",1569055339,,,,,,
889,,-87.646594,41.641455,,,0,"POINT (-87.646594 41.641455)",1569055358,,,,,,
890,,-87.646816,41.641494,,,0,"POINT (-87.646816 41.641494)",1569055359,,,,,,
891,,-87.643581,41.639232,,,0,"POINT (-87.643581 41.639232)",2103506055,switch,,,,,
892,,-87.643959,41.638914,,,0,"POINT (-87.643959 41.638914)",2103506056,,,,,,
893,,-87.645171,41.638328,,,0,"POINT (-87.645171 41.638328)",2103506057,,,,,,
894,,-87.643964,41.638952,,,0,"POINT (-87.643964 41.638952)",2103506058,,,,,,
895,,-87.646912,41.637882,,,0,"POINT (-87.646912 41.637882)",2103506059,,,,,,
896,,-87.643340,41.639431,,,0,"POINT (-87.643340 41.639431)",2103506060,switch,,,,,
897,,-87.644575,41.638577,,,0,"POINT (-87.644575 41.638577)",2103506061,,,,,,
898,,-87.647324,41.637344,,,0,"POINT (-87.647324 41.637344)",2103506062,,,,,,
899,,-87.643671,41.639192,,,0,"POINT (-87.643671 41.639192)",2103506063,,,,,,
900,,-87.644058,41.639142,,,0,"POINT (-87.644058 41.639142)",2103506064,,,,,,
901,,-87.647287,41.637771,,,0,"POINT (-87.647287 41.637771)",2103506065,,,,,,
902,,-87.645528,41.638162,,,0,"POINT (-87.645528 41.638162)",2103506066,,,,,,
903,,-87.647445,41.637797,,,0,"POINT (-87.647445 41.637797)",2103506067,,,,,,
904,,-87.645796,41.638158,,,0,"POINT (-87.645796 41.638158)",2103506068,,,,,,
905,,-87.646547,41.637635,,,0,"POINT (-87.646547 41.637635)",2103506069,switch,,,,,
906,,-87.644288,41.638950,,,0,"POINT (-87.644288 41.638950)",2103506070,,,,,,
907,,-87.646128,41.638028,,,0,"POINT (-87.646128 41.638028)",2103506071,,,,,,
908,,-87.643585,41.639433,,,0,"POINT (-87.643585 41.639433)",2103506072,,,,,,
909,,-87.647568,41.637256,,,0,"POINT (-87.647568 41.637256)",2103506073,,,,,,
910,,-87.647172,41.637473,,,0,"POINT (-87.647172 41.637473)",2103506074,,,,,,
911,,-87.644049,41.639050,,,0,"POINT (-87.644049 41.639050)",2103506075,,,,,,
912,,-87.646922,41.637521,,,0,"POINT (-87.646922 41.637521)",2103506076,,,,,,
913,,-87.644181,41.638828,,,0,"POINT (-87.644181 41.638828)",2103506077,,,,,,
914,,-87.647078,41.637529,,,0,"POINT (-87.647078 41.637529)",2103506078,,,,,,
915,,-87.646450,41.637887,,,0,"POINT (-87.646450 41.637887)",2103506079,,,,,,
916,,-87.645935,41.638002,,,0,"POINT (-87.645935 41.638002)",2103506080,,,,,,
917,,-87.644570,41.638815,,,0,"POINT (-87.644570 41.638815)",2103506081,,,,,,
918,,-87.647489,41.637318,,,0,"POINT (-87.647489 41.637318)",2103506082,,,,,,
919,,-87.646088,41.638000,,,0,"POINT (-87.646088 41.638000)",2103506083,,,,,,
920,,-87.642430,41.640045,,,0,"POINT (-87.642430 41.640045)",2103506084,,,,,,
921,,-87.646915,41.637549,,,0,"POINT (-87.646915 41.637549)",2103506085,,,,,,
922,,-87.646036,41.637834,,,0,"POINT (-87.646036 41.637834)",2103506086,switch,,,,,
923,,-87.647228,41.637328,,,0,"POINT (-87.647228 41.637328)",2103506087,,,,,,
924,,-87.644374,41.638960,,,0,"POINT (-87.644374 41.638960)",2103506088,,,,,,
925,,-87.647308,41.637879,,,0,"POINT (-87.647308 41.637879)",2103506089,,,,,,
926,,-87.644224,41.638761,,,0,"POINT (-87.644224 41.638761)",2103506090,,,,,,
927,,-87.646163,41.638058,,,0,"POINT (-87.646163 41.638058)",2103506091,,,,,,
928,,-87.647367,41.637394,,,0,"POINT (-87.647367 41.637394)",2103506092,,,,,,
929,,-87.647421,41.637519,,,0,"POINT (-87.647421 41.637519)",2103506093,,,,,,
930,,-87.645238,41.638267,,,0,"POINT (-87.645238 41.638267)",2103506094,,,,,,
931,,-87.647100,41.637824,,,0,"POINT (-87.647100 41.637824)",2103506095,,,,,,
932,,-87.643052,41.639713,,,0,"POINT (-87.643052 41.639713)",2103506096,switch,,,,,
933,,-87.643376,41.639518,,,0,"POINT (-87.643376 41.639518)",2103506097,switch,,,,,
934,,-87.646504,41.637982,,,0,"POINT (-87.646504 41.637982)",2103506098,,,,,,
935,,-87.643081,41.639651,,,0,"POINT (-87.643081 41.639651)",2103506099,switch,,,,,
936,,-87.646871,41.637817,,,0,"POINT (-87.646871 41.637817)",2103506100,,,,,,
937,,-87.646822,41.637498,,,0,"POINT (-87.646822 41.637498)",2103506101,switch,,,,,
938,,-87.647558,41.637757,,,0,"POINT (-87.647558 41.637757)",2103506102,,,,,,
939,,-87.644870,41.638405,,,0,"POINT (-87.644870 41.638405)",2103506103,,,,,,
940,,-87.646914,41.637915,,,0,"POINT (-87.646914 41.637915)",2103506104,,,,,,
941,,-87.647401,41.637285,,,0,"POINT (-87.647401 41.637285)",2103506105,,,,,,
942,,-87.646556,41.637611,,,0,"POINT (-87.646556 41.637611)",2103506106,switch,,,,,
943,,-87.644312,41.638658,,,0,"POINT (-87.644312 41.638658)",2103506108,switch,,,,,
944,,-87.647314,41.637843,,,0,"POINT (-87.647314 41.637843)",2103506109,,,,,,
945,,-87.641861,41.640229,,,0,"POINT (-87.641861 41.640229)",2103506111,switch,,,,,
946,,-87.647118,41.637436,,,0,"POINT (-87.647118 41.637436)",2103506113,,,,,,
947,,-87.644157,41.638882,,,0,"POINT (-87.644157 41.638882)",2103506115,,,,,,
948,,-87.643395,41.639539,,,0,"POINT (-87.643395 41.639539)",2103506117,,,,,,
949,,-87.642534,41.639997,,,0,"POINT (-87.642534 41.639997)",2103506119,switch,,,,,
950,,-87.643990,41.639136,,,0,"POINT (-87.643990 41.639136)",2103506122,,,,,,
951,,-87.644884,41.638445,,,0,"POINT (-87.644884 41.638445)",2103506124,,,,,,
952,,-87.646498,41.637952,,,0,"POINT (-87.646498 41.637952)",2103506126,,,,,,
953,,-87.647159,41.637382,,,0,"POINT (-87.647159 41.637382)",2103506127,,,,,,
954,,-87.643699,41.639218,,,0,"POINT (-87.643699 41.639218)",2103506128,,,,,,
955,,-87.645206,41.638361,,,0,"POINT (-87.645206 41.638361)",2103506130,,,,,,
956,,-87.645495,41.638126,,,0,"POINT (-87.645495 41.638126)",2103506132,,,,,,
957,,-87.644170,41.638924,,,0,"POINT (-87.644170 41.638924)",2103506135,,,,,,
958,,-87.644277,41.638914,,,0,"POINT (-87.644277 41.638914)",2103506137,,,,,,
959,,-87.646268,41.637732,,,0,"POINT (-87.646268 41.637732)",2103506139,switch,,,,,
960,,-87.646416,41.637926,,,0,"POINT (-87.646416 41.637926)",2103506141,,,,,,
961,,-87.645707,41.638142,,,0,"POINT (-87.645707 41.638142)",2103506143,,,,,,
962,,-87.646737,41.637867,,,0,"POINT (-87.646737 41.637867)",2103506145,,,,,,
963,,-87.643850,41.639010,,,0,"POINT (-87.643850 41.639010)",2103506150,switch,,,,,
964,,-87.660553,41.649442,,,0,"POINT (-87.660553 41.649442)",2158455647,,,,,,
965,,-87.669911,41.647779,,,0,"POINT (-87.669911 41.647779)",2158455649,,,,,,
966,,-87.675223,41.647030,,,0,"POINT (-87.675223 41.647030)",2158455657,level_crossing,,,,,
967,,-87.674200,41.647124,,,0,"POINT (-87.674200 41.647124)",2158455659,,,,,,
968,,-87.674615,41.647075,,,0,"POINT (-87.674615 41.647075)",2158455662,,,,,,
969,,-87.665403,41.648489,,,0,"POINT (-87.665403 41.648489)",2158455665,,,,,,
