o_zone_id,d_zone_id,volume
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,19,3.4306
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,20,6.8611
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,21,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,22,10.2917
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,23,6.8611
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,24,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,25,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,26,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,27,3.4306
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,28,6.8611
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,29,3.4306
5,30,10.2917
5,30,10.2917
5,30,10.2917
5,30,10.2917
5,30,10.2917
5,30,10.2917
5,30,10.2917
5,30,10.2917
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,2,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,3,15.7345
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,4,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,5,10.4896
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,7,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,8,5.2448
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,9,10.4896
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,10,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,11,5.2448
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,12,10.4896
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,13,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,14,5.2448
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,15,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,16,10.4896
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,17,31.4683
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,18,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,19,5.2448
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,20,10.4896
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,21,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,22,15.7345
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,23,10.4896
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,24,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,25,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,26,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,27,5.2448
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,28,10.4896
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,29,5.2448
6,30,15.7345
6,30,15.7345
6,30,15.7345
6,30,15.7345
6,30,15.7345
6,30,15.7345
6,30,15.7345
6,30,15.7345
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,2,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,3,5.0506
7,4,3.367
7,4,3.367
7,4,3.367
7,4,3.367
7,4,3.367
7,4,3.367
7,4,3.367
7,4,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,5,3.367
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,6,5.0506
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,8,1.6835
7,9,3.367
7,9,3.367
7,9,3.367
7,9,3.367
7,9,3.367
7,9,3.367
7,9,3.367
7,9,3.367
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,10,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,11,1.6835
7,12,3.367
7,12,3.367
7,12,3.367
7,12,3.367
7,12,3.367
7,12,3.367
7,12,3.367
7,12,3.367
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,13,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,14,1.6835
7,15,3.367
7,15,3.367
7,15,3.367
7,15,3.367
7,15,3.367
7,15,3.367
7,15,3.367
7,15,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,16,3.367
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,17,10.1009
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,18,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,19,1.6835
7,20,3.367
7,20,3.367
7,20,3.367
7,20,3.367
7,20,3.367
7,20,3.367
7,20,3.367
7,20,3.367
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,21,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,22,5.0506
7,23,3.367
7,23,3.367
7,23,3.367
7,23,3.367
7,23,3.367
7,23,3.367
7,23,3.367
7,23,3.367
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,24,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,25,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,26,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,27,1.6835
7,28,3.367
7,28,3.367
7,28,3.367
7,28,3.367
7,28,3.367
7,28,3.367
7,28,3.367
7,28,3.367
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,29,1.6835
7,30,5.0506
7,30,5.0506
7,30,5.0506
7,30,5.0506
7,30,5.0506
7,30,5.0506
7,30,5.0506
7,30,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,2,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,3,5.0506
8,4,3.367
8,4,3.367
8,4,3.367
8,4,3.367
8,4,3.367
8,4,3.367
8,4,3.367
8,4,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,5,3.367
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,6,5.0506
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,7,1.6835
8,9,3.367
8,9,3.367
8,9,3.367
8,9,3.367
8,9,3.367
8,9,3.367
8,9,3.367
8,9,3.367
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,10,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,11,1.6835
8,12,3.367
8,12,3.367
8,12,3.367
8,12,3.367
8,12,3.367
8,12,3.367
8,12,3.367
8,12,3.367
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,13,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,14,1.6835
8,15,3.367
8,15,3.367
8,15,3.367
8,15,3.367
8,15,3.367
8,15,3.367
8,15,3.367
8,15,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,16,3.367
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,17,10.1009
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,18,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,19,1.6835
8,20,3.367
8,20,3.367
8,20,3.367
8,20,3.367
8,20,3.367
8,20,3.367
8,20,3.367
8,20,3.367
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,21,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,22,5.0506
8,23,3.367
8,23,3.367
8,23,3.367
8,23,3.367
8,23,3.367
8,23,3.367
8,23,3.367
8,23,3.367
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,24,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,25,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,26,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,27,1.6835
8,28,3.367
8,28,3.367
8,28,3.367
8,28,3.367
8,28,3.367
8,28,3.367
8,28,3.367
8,28,3.367
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,29,1.6835
8,30,5.0506
8,30,5.0506
8,30,5.0506
8,30,5.0506
8,30,5.0506
8,30,5.0506
8,30,5.0506
8,30,5.0506
9,2,10.2917
9,2,10.2917
