full_id,osm_id,osm_type,highway,name,name:en,name:zh,oneway,name:ru,name:vi,name:zh-Hans,name:zh_pinyin,lanes,int_name,surface,lit,bridge,layer,trolley_wire,ref,alt_name,alt_name:en,bicycle,junction,cycleway:right,designation,name:fr,foot,maxspeed,maxheight,horse,oneway:hour_off,oneway:hour_on,oneway:psv,alt_name:zh_pinyin,wikipedia,cycleway,maxaxleload,maxweight,name:zh-Hant,bridge:name,access,psv,roundabout,local_name,tunnel,cutting,bridge_name,int_ref,tunnel:name,motor_vehicle
w106616524,"106616524",way,primary,,,,yes,,,,,,,,,yes,"1",,S213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106616542,"106616542",way,primary,,,,yes,,,,,,,,,yes,"1",,S213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106616547,"106616547",way,primary,立汤路,,,yes,,,,,,,,,,,,S213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106616549,"106616549",way,primary,安四路支路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w106616551,"106616551",way,primary,立汤路,Litang road,立汤路,yes,,,,lìtāng lù,,,,,,,,S213,,,,,,,Route Lìtāng,,,,,,,,,,,,,,,,,,,,,,,,
w106650548,"106650548",way,primary,,,,,,,,,,,,,,,,S319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w109497817,"109497817",way,primary,榆树馆桥,Yushuguan Bridge,,yes,,,,,,Yushuguan Qiao,,,viaduct,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114077391,"114077391",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,yes,,,,,,,,
w114417470,"114417470",way,primary,玉泉路,,,yes,,,,,,Yuquan Rd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637113,"114637113",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637115,"114637115",way,primary,复兴路,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637119,"114637119",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637121,"114637121",way,primary,复兴路,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637125,"114637125",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637127,"114637127",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w114637128,"114637128",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116126624,"116126624",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116920050,"116920050",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116920060,"116920060",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116920061,"116920061",way,primary,G6辅路,,,yes,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w116920071,"116920071",way,primary,G6辅路,,,yes,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w117070565,"117070565",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w117084848,"117084848",way,primary,,,,yes,,,,,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w117084852,"117084852",way,primary,经海路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w117089642,"117089642",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w118554591,"118554591",way,primary,石景山路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w119983706,"119983706",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w119983707,"119983707",way,primary,玉泉路,,,yes,,,,,,Yuquan Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w119983712,"119983712",way,primary,阜石路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w119983726,"119983726",way,primary,阜石路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w119983736,"119983736",way,primary,阜石路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100408,"121100408",way,primary,学清路,Xueqing Road,学清路,yes,,,,xuéqīng lù,,,,,,,,,,,,,,,Route Xuéqīng,,,,,,,,,,,,,,,,,,,,,,,,
w121100409,"121100409",way,primary,学院路,Xueyuan Road,学院路,yes,,,,xuéyuàn lù,,,,,,,,,,,,,,,Route Xuéyuàn,,,,,,,,,,,,,,,,,,,,,,,,
w121100419,"121100419",way,primary,新街口北大街,,,no,,,,,,Xinjiekou Bei Dajie,asphalt,,,,,,,,yes,,,,,yes,,,,,,,,,lane,,,,,,,,,,,,,,
w121100428,"121100428",way,primary,新街口外大街,,,yes,,,,Xinjiekou Waidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100435,"121100435",way,primary,北太平庄路,,,yes,,,,Beitaipingzhuang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100436,"121100436",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100437,"121100437",way,primary,北太平庄路,Beitaipingzhuang Avenue,,yes,,,,Beitaipingzhuang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100440,"121100440",way,primary,新街口外大街,,,yes,,,,Xinjiekou Waidajie,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100441,"121100441",way,primary,新街口外大街,,,yes,,,,Xinjiekou Waidajie,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100442,"121100442",way,primary,新街口外大街,,,yes,,,,Xinjiekou Waidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100443,"121100443",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121100444,"121100444",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121399143,"121399143",way,primary,安定路,Anding Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121399172,"121399172",way,primary,G6辅路,,,yes,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121510219,"121510219",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121510246,"121510246",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121510258,"121510258",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121651112,"121651112",way,primary,玲珑路,Linglong Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121651154,"121651154",way,primary,万寿路,Wanshou Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121651162,"121651162",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121778742,"121778742",way,primary,中关村大街,Zhongguancun Main Street,中关村大街,yes,,,,Zhōngguāncūn dàjiē,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121778743,"121778743",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,lane,,,,,,,,,,,,,,
w121782621,"121782621",way,primary,崇文门西大街,Chongwenmen West Avenue,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903970,"121903970",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903976,"121903976",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903988,"121903988",way,primary,北京站西街,Beijingzhan West Street,北京站西街,yes,,,,Běijīngzhàn Xī Jiē,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903989,"121903989",way,primary,崇文门东大街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903990,"121903990",way,primary,崇文门东大街,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121903991,"121903991",way,primary,崇文门东大街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121904214,"121904214",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,asphalt,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w121904215,"121904215",way,primary,,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121904216,"121904216",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,asphalt,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w121907190,"121907190",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121907195,"121907195",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121907229,"121907229",way,primary,榴乡路,Liuxiang Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121907230,"121907230",way,primary,榴乡路,Liuxiang Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w121907232,"121907232",way,primary,蒲黄榆路,Puhuangyu Road,蒲黄榆路,yes,,,,Púhuángyú lù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122087046,"122087046",way,primary,木燕路,muyan road,,no,,,,,,,,,,,,S224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122212260,"122212260",way,primary,沙阳路,,,yes,,,,Shayang Lu,,,,,,,,S324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122353862,"122353862",way,primary,,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122496347,"122496347",way,primary,G6辅路,,,yes,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122705336,"122705336",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122705338,"122705338",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122705339,"122705339",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122705343,"122705343",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w122924844,"122924844",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,
w126860138,"126860138",way,primary,顺平路,,,yes,,,,,,,,,,,,S305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017774,"127017774",way,primary,,,,,,,,,,,,,yes,"1",,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017843,"127017843",way,primary,南大沟桥,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017872,"127017872",way,primary,普合一桥,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017874,"127017874",way,primary,南大沟桥,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017920,"127017920",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017931,"127017931",way,primary,九棵树西路,,九棵树西路,yes,,,,jiǔkēshù xī lù,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017933,"127017933",way,primary,九棵树西路,,九棵树西路,yes,,,,jiǔkēshù xī lù,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017935,"127017935",way,primary,九棵树西路,,九棵树西路,yes,,,,jiǔkēshù xī lù,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017987,"127017987",way,primary,通马路,Tongma Road,,yes,,,,,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017989,"127017989",way,primary,通马路,Tongma Road,,yes,,,,,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017990,"127017990",way,primary,通马路,,通马路,,,,,,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127017991,"127017991",way,primary,通马路,,通马路,,,,,,"2",,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127031004,"127031004",way,primary,,,,yes,,,,,"2",,,,yes,"1",,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127031006,"127031006",way,primary,,,,yes,,,,,"2",,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127464425,"127464425",way,primary,玲珑路,Linglong Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127464434,"127464434",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,
w127464697,"127464697",way,primary,前门大街,Qianmen Str,前门大街,yes,,,,qiánmén dàjiē,,,,,,,,,,,,,,,Avenue Qiánmén,,,,,20:00,08:00,no,,,,,,,,,,,,,,,,,
w127590632,"127590632",way,primary,妫川路,Weichuan Highway,,yes,,,,,"2",,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127590634,"127590634",way,primary,妫川路,Weichuan Highway,,yes,,,,,"2",,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127590667,"127590667",way,primary,妫川路,Weichuan Highway,,yes,,,,,"2",,,,yes,"1",,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127590668,"127590668",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127590673,"127590673",way,primary,妫川路,Weichuan Highway,,yes,,,,,"2",,,,yes,"1",,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127635194,"127635194",way,primary,信息路,Xinxi Road,信息路,yes,,,,xìnxī lù,"2",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127635201,"127635201",way,primary,,,,yes,,,,,"2",,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127635204,"127635204",way,primary,,,,yes,,,,,"2",,,,yes,"1",,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127635205,"127635205",way,primary,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,yes,,,,,,,,
w127635208,"127635208",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,designated,yes,,,,,,,,
w127843726,"127843726",way,primary,东长安街,East Chang'an Street,东长安街,yes,улица Дун-Чанъаньцзе,Đường Đông Trường An,东长安街,Dōng-Cháng'ān-jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843727,"127843727",way,primary,东单北大街,,,yes,,,,,,Dongdan Beidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843729,"127843729",way,primary,西长安街,West Chang'an Street,西长安街,yes,улица Си-Чанъаньцзе,,西长安街,Xī-Cháng'ān-jiē,,,,,,,,,,,,,,,Rue Cháng'ān Ouest,,,,,,,,,,,,,,,,,,,,,,,,
w127843730,"127843730",way,primary,宣武门外大街,Xuanwumen Inner Avenue,宣武门外大街,yes,,,,,,Xuanwumenwai Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843731,"127843731",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843732,"127843732",way,primary,西长安街,West Chang'an Street,西长安街,yes,улица Си-Чанъаньцзе,,西长安街,Xī-Cháng'ān-jiē,,,asphalt,,,,,,,,yes,,,,Rue Cháng'ān Ouest,yes,,,no,,,,,,,,,,,,,,,,,,,,
w127843740,"127843740",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843742,"127843742",way,primary,崇文门内大街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127843745,"127843745",way,primary,建国门内大街,Jianguomen Inner Avenue,,yes,,,,,,Jianguomennei Dajie,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127844297,"127844297",way,primary,前门西大街,Qianmen West Street,,yes,,,,qiánmén xī dàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127844301,"127844301",way,primary,前门东大街,Qianmen East Street,,yes,,,,Qiánmén Dōng Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w127844316,"127844316",way,primary,宣武门外大街,Xuanwumen Inner Avenue,,yes,,,,,,Xuanwumenwai Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009720,"128009720",way,primary,车公庄大街,Chegongzhuang Avenue,,yes,,,,,,Chegongzhuang Donglu,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009721,"128009721",way,primary,车公庄大街,Chegongzhuang Avenue,,yes,,,,,,Chegongzhuang Donglu,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009722,"128009722",way,primary,车公庄大街,Chegongzhuang Avenue,,yes,,,,,,Chegongzhuang Donglu,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009723,"128009723",way,primary,车公庄大街,,,yes,,,,,,Chegongzhuang Donglu,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009725,"128009725",way,primary,首都体育馆南路,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128009726,"128009726",way,primary,首都体育馆南路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128011755,"128011755",way,primary,G6辅路,,,yes,,,,,"2",,,,yes,"1",,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128011757,"128011757",way,primary,G6辅路,,,yes,,,,,"2",,,,yes,"1",,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128011768,"128011768",way,primary,G6辅路,,,yes,,,,,"2",,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128011778,"128011778",way,primary,西关环岛,,,yes,,,,,"2",,,,yes,"1",,,,,,roundabout,,,,,,,,,,,,,,"14","55",,,,,yes,,,,,,,
w128012603,"128012603",way,primary,G6辅路,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128012606,"128012606",way,primary,G6辅路,,,,,,,,,,,,,,,S216,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,
w128248633,"128248633",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128248636,"128248636",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128248664,"128248664",way,primary,东大街,,,yes,,,,,,Dongda Jie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128478804,"128478804",way,primary,回龙观西大街,,,yes,,,,,,Hui Long Guan Xi Jie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128480570,"128480570",way,primary,百康路,,,yes,,,,,,,,,,,,X025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128490592,"128490592",way,primary,前门东大街,Qianmen East Street,,yes,,,,Qiánmén Dōng Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128503977,"128503977",way,primary,北清路,,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128576332,"128576332",way,primary,中关村北大街,Zhongguancun North Street,,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128576354,"128576354",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128620739,"128620739",way,primary,圆明园西路,Yuanmingyuan West Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w128624210,"128624210",way,primary,中关村大街,Zhongguancun Main Street,中关村大街,yes,,,,Zhōngguāncūn dàjiē,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w131710737,"131710737",way,primary,朝阳门内大街,Inner Chaoyangmen Str,朝阳门内大街,yes,,,,cháoyángmén nèi dàJiē,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w131710750,"131710750",way,primary,东四北大街,N. Dongsi Str,,,,,,,,Dongsi Beidajie,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w131710757,"131710757",way,primary,东四西大街,W. Dongsi Str,,yes,,,,Dōngsì Xī Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w132752192,"132752192",way,primary,金安路,,,yes,,,,,"4",,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w133902383,"133902383",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w136867389,"136867389",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,asphalt,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w136867390,"136867390",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w136867395,"136867395",way,primary,学院路,Xueyuan Road,学院路,yes,,,,xuéyuàn lù,,,,,,,,,,,,,,,Route Xuéyuàn,,,,,,,,,,,,,,,,,,,,,,,,
w136867396,"136867396",way,primary,中关村北大街,Zhongguancun North Street,,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w136968705,"136968705",way,primary,中关村北大街,Zhongguancun North Street,,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w136977670,"136977670",way,primary,西安门大街,Xianmen,,yes,,,,,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w136977671,"136977671",way,primary,西安门大街,,,yes,,,,,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138589985,"138589985",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138589995,"138589995",way,primary,永丰路,Yongfeng Road,,yes,,,,,,Yongfeng Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138589997,"138589997",way,primary,永丰路,,,yes,,,,,,Yongfeng Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138592559,"138592559",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138592563,"138592563",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138592564,"138592564",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138592568,"138592568",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138592573,"138592573",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138684423,"138684423",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138684426,"138684426",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138684851,"138684851",way,primary,中关村北大街,Zhongguancun North Street,,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138690677,"138690677",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w138690684,"138690684",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w138690689,"138690689",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138690693,"138690693",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138693083,"138693083",way,primary,中关村北大街,Zhongguancun North Street,,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w138694650,"138694650",way,primary,成府路,Chengfu Road,成府路,yes,,,,chéngfǔ lù,,,,,,,,,,,,,,,Route Chéngfǔ,,,,,,,,,,,,,,,,,,,,,,,,
w138694667,"138694667",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w139339319,"139339319",way,primary,中关村南大街,South Zhongguancun Street,,yes,,,,,,Zhongguancun Nandajie,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
