full_id,osm_id,osm_type,highway,name,name:en,name:zh,oneway,name:ru,name:vi,name:zh-Hans,name:zh_pinyin,lanes,int_name,surface,lit,bridge,layer,trolley_wire,ref,alt_name,alt_name:en,bicycle,junction,cycleway:right,designation,name:fr,foot,maxspeed,maxheight,horse,oneway:hour_off,oneway:hour_on,oneway:psv,alt_name:zh_pinyin,wikipedia,cycleway,maxaxleload,maxweight,name:zh-Hant,bridge:name,access,psv,roundabout,local_name,tunnel,cutting,bridge_name,int_ref,tunnel:name,motor_vehicle
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4231222,"4231222",way,primary,广场西侧路,West Guangchang Road,广场西侧路,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4263917,"4263917",way,primary,复兴路,Fuxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4484630,"4484630",way,primary,东长安街,East Chang'an Street,东长安街,yes,улица Дун-Чанъаньцзе,Đường Đông Trường An,东长安街,Dōng-Cháng'ān-jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4908397,"4908397",way,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4908400,"4908400",way,primary,前门东大街,Qianmen East Street,,yes,,,,Qiánmén Dōng Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w4928045,"4928045",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w5135894,"5135894",way,primary,姚家园路,Yaojiayuan Road,,yes,,,,,"3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w8861304,"8861304",way,primary,朝阳北路,,,yes,,,,cháoyáng běi lù,,Chaoyang Beilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w9701938,"9701938",way,primary,,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w9853022,"9853022",way,primary,工人体育场北路,Gongrentiyuchang North Road,,yes,,,,Gōngréntǐyùchǎng Běi Lù,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w13514983,"13514983",way,primary,广安路,Guanan Street,,yes,,,,,,Guang'an Lu,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w21691079,"21691079",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22036897,"22036897",way,primary,崇文门外大街,Outer Chongwenmen Str,崇文门外大街,yes,,,,Chóngwénmén wài dà jiē,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22067192,"22067192",way,primary,永丰路,Yongfeng Road,,yes,,,,,,Yongfeng Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22371064,"22371064",way,primary,中关村南大街,South Zhongguancun Street,,yes,,,,,,Zhongguancun Nandajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22758736,"22758736",way,primary,新街口外大街,,,yes,,,,Outer Xinjiekou Str,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22798028,"22798028",way,primary,广渠门桥,Guanqumen Bridge,,yes,,,,,,Guanqumen Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w22799394,"22799394",way,primary,广安门外大街,Guananmen Outer Avenue,,yes,,,,,,Guangan'menwai Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w23767934,"23767934",way,primary,东四西大街,Dongsi West Street,,yes,,,,Dōngsì Xī Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w24399561,"24399561",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w24797624,"24797624",way,primary,北清路,Bei Qing Road,,yes,,,,,,,,,,,,X023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w24798447,"24798447",way,primary,,,,,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25091486,"25091486",way,primary,五四大街,Wu Si Daije,,,,,,,,Wusi Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25105933,"25105933",way,primary,文津街,,,yes,,,,,,Wenjin Jie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25109171,"25109171",way,primary,平安里西大街,Ping'anli West Avenue,,yes,,,,,,Ping'anli Xidajie,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25109457,"25109457",way,primary,东四南大街,,,,,,,,,Dongsi Nandajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25110454,"25110454",way,primary,昌赤路,,,no,,,,,,,,,,,,S212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25446426,"25446426",way,primary,杏石口路,Xing Shi Kou Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25446427,"25446427",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25671099,"25671099",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25686070,"25686070",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25686071,"25686071",way,primary,G6辅路,,,yes,,,,,"2",,,,,,,S216,八达岭高速辅路,Badaling Expressway Side Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w25686354,"25686354",way,primary,,,,yes,,,,,"2",,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26139157,"26139157",way,primary,香泉环岛,Xiang-Quan Roundabout,,,,,,,,,,,,"-1",,,,,,roundabout,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26152147,"26152147",way,primary,中关村北大街,Zhongguancun North Street,中关村北大街,yes,,,,Zhōngguāncūn běidàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26152148,"26152148",way,primary,中关村大街,,,yes,,,,,,,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26320438,"26320438",way,primary,怀长路,Huaichang road,,yes,,,,,,,,,,,,S308,,,,,lane,,,,,,,,,,,,,,,,,,,,,,,,,,
w26320446,"26320446",way,primary,顺沙路,,,no,,,,,"2",,paved,,,,,S321,,,,,,省道,,,,,,,,,,,,,,,,,,,,,,,,,
w26403618,"26403618",way,primary,华威南路,South Huawei Road,,yes,,,,,,Huawei Nanlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26428226,"26428226",way,primary,立水桥,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26428250,"26428250",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26679345,"26679345",way,primary,学院路,Xueyuan Road,学院路,yes,,,,xuéyuàn lù,,,,,,,,,,,,,,,Route Xuéyuàn,,,,,,,,,,,,,,,,,,,,,,,,
w26679350,"26679350",way,primary,学清路,Xueqing Road,学清路,yes,,,,xuéqīng lù,,,,,,,,,,,,,,,Route Xuéqīng,,,,,,,,,,,,,,,,,,,,,,,,
w26679547,"26679547",way,primary,延康路,,延康路,yes,,,,,,,,,,,,S220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26763578,"26763578",way,primary,学院路,Xueyuan Road,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26812102,"26812102",way,primary,中关村大街,,,yes,,,,,,,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w26812131,"26812131",way,primary,,,,yes,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w26812135,"26812135",way,primary,中关村大街,Zhongguancun Street,中关村大街,yes,,,,Zhōngguāncūn dàjiē,"5",,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w26812136,"26812136",way,primary,,,,yes,,,,,,,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w27081693,"27081693",way,primary,志新路,Zhixin Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27083787,"27083787",way,primary,马连洼北路,Malianwa North Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27083791,"27083791",way,primary,马连洼北路,Malianwa North Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27083794,"27083794",way,primary,圆明园西路,Yuanmingyuan West Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27083795,"27083795",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27083797,"27083797",way,primary,永丰路,,,yes,,,,,"4",Yongfeng Lu,gravel,,,,,,,,,,,,,,"70",,,,,,,,,,,,,,,,,,,,,,
w27083799,"27083799",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27262001,"27262001",way,primary,北太平庄路,,,yes,,,,Beitaipingzhuang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27262016,"27262016",way,primary,北太平庄路,,,yes,,,,Beitaipingzhuang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27349407,"27349407",way,primary,荣昌西街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27349439,"27349439",way,primary,博兴路,Boxing Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w27349440,"27349440",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w28508126,"28508126",way,primary,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w28508127,"28508127",way,primary,马家堡西路,Majiapu West Avenue,,yes,,,,,,Majiapu Xilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29129941,"29129941",way,primary,西环南路辅路,,,yes,,,,,,,,,,,,S302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29171210,"29171210",way,primary,大羊坊路,Dayangfang Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29257599,"29257599",way,primary,安定门桥,,,yes,,,,,,Andingmen Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29257663,"29257663",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29257673,"29257673",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29257674,"29257674",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29257699,"29257699",way,primary,安定门外大街,Outer Andingmen Str,,yes,,,,,,Andingmen Waijie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29269018,"29269018",way,primary,安定门桥,,,yes,,,,,,Andingmen Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29269021,"29269021",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29276968,"29276968",way,primary,杏石口路,Xing Shi Kou Road,,yes,,,,,,,,,,,yes,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,
w29277073,"29277073",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,"4",,,,,,,,,,,,,,,,,,,,,
w29277074,"29277074",way,primary,玲珑路,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29277112,"29277112",way,primary,玲珑路,Linglong Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29281143,"29281143",way,primary,果园环岛,,,,,,,,"4",,,,,,,,,,,roundabout,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29281217,"29281217",way,primary,通朝大街,Tongchao Street,通朝大街,yes,,,,tōngcháo dàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29293482,"29293482",way,primary,广安门内大街,Guananmen Inner Avenue,,yes,,,,,,Guangan'mennei Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29293541,"29293541",way,primary,菜市口大街,Caishikou Str,菜市口大街,yes,,,,càishì kǒu dàjiē,,,,,,,,,,,,,,,Avenue Càishì Kǒu,,,,,,,,,,,,,,,,,,,,,,,,
w29309164,"29309164",way,primary,蒲黄榆路,Puhuangyu Road,蒲黄榆路,yes,,,,Púhuángyú lù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309165,"29309165",way,primary,玉蜓桥,Yuting Bridge,,yes,,,,,,Yuting Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309166,"29309166",way,primary,玉蜓桥,,,yes,,,,,,Yuting Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309201,"29309201",way,primary,广渠门内大街,Inner Guanqumen Str,广渠门内大街,yes,,,,,,Guanqumennei Dajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309202,"29309202",way,primary,广渠门外大街,Guanqumen Outer Avenue,广渠门外大街,yes,,,,Guǎng qú mén wài dàjiē,,Guanqumenwai Dajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309211,"29309211",way,primary,广渠路辅路,Guangqu side road,,yes,,,,,"4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29309217,"29309217",way,primary,广渠路,Guangqu Road,,yes,,,,,"2",Guangqu Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29315535,"29315535",way,primary,西大望路,Xidawang Road,,yes,,,,,,Xidawang Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29421962,"29421962",way,primary,旱河路,,,yes,,,,,,Hanhe Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w29549788,"29549788",way,primary,前门东大街,Qianmen East Street,,yes,,,,Qiánmén Dōng Dà Jiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30025396,"30025396",way,primary,广安路,Guanan Street,,yes,,,,,,Guang'an Lu,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30041862,"30041862",way,primary,建国门桥,Jianguomen Bridge,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30041863,"30041863",way,primary,建国门内大街,Jianguomen Inner Avenue,,yes,,,,,,Jianguomennei Dajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30041876,"30041876",way,primary,建国门外大街,Jianguomen Outer Avenue,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30041908,"30041908",way,primary,建国门桥,Jianguomen Bridge,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042275,"30042275",way,primary,西长安街,West Chang'an Street,西长安街,yes,улица Си-Чанъаньцзе,,西长安街,Xī-Cháng'ān-jiē,"5",,asphalt,,,,,,,,yes,,,,Rue Cháng'ān Ouest,no,,,no,,,,,,,,,,,,,,,,,,,,
w30042314,"30042314",way,primary,复兴门外大街,Fuxingmen Outer Avenue,,yes,,,,,,Fuxingmen Waidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042316,"30042316",way,primary,复兴门桥,Fuxingmen Bridge,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042323,"30042323",way,primary,复兴门桥,Fuxingmen Bridge,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042327,"30042327",way,primary,复兴门内大街,Fuxingmen Inner Avenue,,yes,,,,,,Fuxingmen Neidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042374,"30042374",way,primary,宣武门内大街,Xuanwumen Inner Avenue,,yes,,,,,,,,,,,,,Xidan Nanjie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042509,"30042509",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042511,"30042511",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042522,"30042522",way,primary,复兴门外大街,Fuxingmen Outer Avenue,,yes,,,,,,Fuxingmen Waidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30042591,"30042591",way,primary,石景山路,Shijingshan Road,,yes,,,,,,Shijingshan Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30048377,"30048377",way,primary,,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30048379,"30048379",way,primary,荣昌西街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30051902,"30051902",way,primary,三台山路,Santaishan Road,,yes,,,,,,Santaishan lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30051917,"30051917",way,primary,三台山路,Santaishan Road,,yes,,,,,,Santaishan lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30052578,"30052578",way,primary,大羊坊路,Dayangfang Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30064875,"30064875",way,primary,中关村南大街,South Zhongguancun Street,,yes,,,,,,Zhongguancun Nandajie,,,,,,,,,no,,,,,no,,,,,,,,,,,,,,,,,,,,,,,
w30065014,"30065014",way,primary,阜成门桥,,,yes,,,,,,Fuchengmen Qiao,asphalt,,yes,"1",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30065019,"30065019",way,primary,阜成门桥,,,yes,,,,,,Fuchengmen Qiao,asphalt,,yes,"1",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30065021,"30065021",way,primary,阜成门内大街,,,yes,,,,,,Fuchengmen Neidajie,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30065037,"30065037",way,primary,地安门西大街,Di'anmen West Street,,yes,,,,Dì'ānmén Xīdàjiē,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30152218,"30152218",way,primary,崇文门外大街,Outer Chongwenmen Street,崇文门外大街,yes,,,,Chóngwénmén wài dà jiē,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30186864,"30186864",way,primary,东四十条桥,,,yes,,,,,,Dongsishitiao Qiao,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30186867,"30186867",way,primary,东四十条桥,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30186879,"30186879",way,primary,东四十条桥,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30186881,"30186881",way,primary,东四十条桥,,,yes,,,,,,Dongsishitiao Qiao,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30187340,"30187340",way,primary,东四十条,Dongsishitiao,东四十条,yes,,,,Dōngsìshítiáo,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30187665,"30187665",way,primary,张自忠路,Zhangzizhong Road,张自忠路,yes,,,,Zhāngzìzhōng Lù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30194054,"30194054",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30212688,"30212688",way,primary,朝阳北路,,,yes,,,,,,,,,yes,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30212692,"30212692",way,primary,朝阳北路,North Chaoyang Road,,yes,,,,,,Chaoyang Beilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30212693,"30212693",way,primary,朝阳北路,,,yes,,,,,,,,,yes,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30212696,"30212696",way,primary,朝阳北路,North Chaoyang Road,,yes,,,,cháoyáng běi lù,,Chaoyang Beilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30484098,"30484098",way,primary,朝阳门桥,,,yes,,,,,,Chaoyangmen Qiao,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30484120,"30484120",way,primary,,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30484122,"30484122",way,primary,朝阳门桥,,,yes,,,,,,Chaoyangmen Qiao,asphalt,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30834115,"30834115",way,primary,前门大街,Qianmen Avenue,前门大街,yes,,,,qiánmén dàjiē,,,,,,,,,,,,,,,Avenue Qiánmén,,,,,20:00,08:00,no,,,,,,,,,,,,,,,,,
w30834259,"30834259",way,primary,西单北大街,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30834926,"30834926",way,primary,西四南大街,,,,,,,,,,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30834942,"30834942",way,primary,西单北大街,,,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30838709,"30838709",way,primary,复兴门内大街,Fuxingmen Inner Avenue,,yes,,,,,,Fuxingmen Neidajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30887526,"30887526",way,primary,广渠门桥,Guanqumen Bridge,,yes,,,,,,Guanqumen Qiao,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w30887527,"30887527",way,primary,广渠门内大街,Guanqumennei Street,广渠门内大街,yes,,,,,,Guanqumennei Dajie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31757648,"31757648",way,primary,朝阳北路,,,yes,,,,,"2",Chaoyang Beilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31814765,"31814765",way,primary,通济路,,,yes,,,,,"3",,,,,,,S329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31814777,"31814777",way,primary,通济路,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31814778,"31814778",way,primary,通济路,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31814938,"31814938",way,primary,,,,,,,,,,,,,,,,X013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w31987026,"31987026",way,primary,石担路,,,yes,,,,,,,,,,,,S209,,,,,,,,,,,,,,,Shilong Beilu,,,,,,,,,,,,,,,,
w31987029,"31987029",way,primary,石担路,,,yes,,,,,,,,,,,,S209,,,,,,,,,,,,,,,Shilong Beilu,,,,,,,,,,,,,,,,
w31987423,"31987423",way,primary,小屯路,,,yes,,,,,,Xiaotun Lu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w32594183,"32594183",way,primary,玲珑路,,,yes,,,,,,,,,yes,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w32594204,"32594204",way,primary,玲珑路,Linglong Road,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33428224,"33428224",way,primary,顺密路,,,yes,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33432185,"33432185",way,primary,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33453970,"33453970",way,primary,顺密路,,,,,,,,,,,,,,,S203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33455011,"33455011",way,primary,昌金路,,,,,,,,,,,,,,,S330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33505804,"33505804",way,primary,顺沙路,Shunsha Highway,,,,,,,,,,,,,,S321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33505890,"33505890",way,primary,顺白路,,,yes,,,,,,,,,,,,X010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33506092,"33506092",way,primary,定泗路,,,,,,,,"4",,,,,,,S327,,,,,,,,,"60",,,,,,,,,,,,,,,,,,,,,,
w33506548,"33506548",way,primary,G6辅路,,,yes,,,,,,,,,,,,S216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33506552,"33506552",way,primary,,,,,,,,,,,,,,,,S321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33610069,"33610069",way,primary,平安里西大街,Ping'anli West Avenue,,yes,,,,,,Ping'anli Xidajie,asphalt,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33612453,"33612453",way,primary,珠市口东大街,Zhushikou East Avenue,珠市口东大街,yes,,,,zhūshìkǒu dōng dàjiē,,,,,,,,,,,,,,,Avenue Est Zhūshìkǒu,,,,,,,,,,,,,,,,,,,,,,,,
w33612467,"33612467",way,primary,珠市口西大街,Zhushikou West Avenue,珠市口西大街,yes,,,,zhūshìkǒu xī dàjiē,,,,,,,,,,,,,,,Avenue Ouest Zhūshìkǒu,,,,,,,,,,,,,,,,,,,,,,,,
w33612557,"33612557",way,primary,骡马市大街,Luomashi Street,,yes,,,,,,Luomashi Dajie,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33612559,"33612559",way,primary,珠市口西大街,W. Zhushikou Str,珠市口西大街,yes,,,,zhūshìkǒu xī dàjiē,,,,,,,,,,,,,,,Avenue Ouest zhūshìkǒu,,,,,,,,,,,,,,,,,,,,,,,,
w33612594,"33612594",way,primary,广安门内大街,Guananmen Inner Avenue,,yes,,,,,,,,,yes,"1",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33612595,"33612595",way,primary,广安门桥,Guananmen Bridge,,yes,,,,,,Guangan'men Qiao,,,yes,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33612651,"33612651",way,primary,马家堡西路,,,yes,,,,,,Majiapu Xilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w33612719,"33612719",way,primary,宣武门东大街,Xuanwumen East Avenue,宣武门东大街,yes,,,,xuānwǔmén dōngdàjiē,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
