WKT,WKT,name,link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type,link_type_name
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"253","10854","5118","1","0.0913","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"254","10854","7210","1","0.0658","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1000 West,"255","10857","5587","1","0.1459","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1000 West,"256","10857","6255","1","0.2393","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"257","10872","5030","1","0.18159","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"258","10872","5861","1","0.1205","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"259","11123","5017","1","0.2622","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"260","11124","1289","1","0.5069","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"261","11124","1319","1","0.2054","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"262","11124","5017","1","0.3644","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7800 South,"263","11124","5022","1","0.1398","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"264","11125","1286","1","0.466","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"265","11125","1289","1","0.5047","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"266","11125","5436","1","0.2509","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"267","11125","5440","1","0.27677","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"268","11126","5441","1","0.11932","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"269","11126","11127","1","0.3179","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"270","11127","5440","1","0.25977","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7000 South,"271","11127","11126","1","0.3179","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7200 South,"272","11128","5030","1","0.13451","2","29","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,7200 South,"273","11128","5037","1","0.33214","2","29","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"274","11129","1299","1","0.3637","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"275","11129","5027","1","0.1417","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Center St,"276","11129","5034","1","0.27834","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"277","11146","1314","1","0.2758","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"278","11146","5017","1","0.2497","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"279","11146","5736","1","0.2454","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"280","11147","5022","1","0.119","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"281","11147","5820","1","0.3015","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"282","11148","1316","1","0.2608","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"283","11148","1320","1","0.2527","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"284","11148","5113","1","0.3466","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"285","11148","5736","1","0.228","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"286","11150","5027","1","0.2378","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"287","11150","5109","1","0.0875","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,8000 South,"288","11151","5109","1","0.1948","1","26","514","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"289","11159","5112","1","0.2563","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"290","11160","1318","1","0.2384","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"291","11160","5112","1","0.2128","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"292","11160","5113","1","0.2187","3","43","854","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"293","11161","1322","1","0.267","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"294","11161","5103","1","0.2721","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"295","11161","5114","1","0.2244","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"296","11172","1346","1","0.2518","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"297","11172","1353","1","0.2395","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"298","11172","5112","1","0.2477","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Redwood Rd,"299","11172","5210","1","0.4974","2","39","892","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"300","11173","1353","1","0.2648","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"301","11173","1354","1","0.3067","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"302","11173","5114","1","0.2362","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"303","11173","5219","1","0.5262","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"304","11180","5211","1","0.3029","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"305","11181","1349","1","0.3091","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"306","11181","1352","1","0.3966","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"307","11181","5211","1","0.4027","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"308","11181","11182","1","0.0616","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"309","11182","5232","1","0.0505","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"310","11182","11181","1","0.0616","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"311","11183","1355","1","0.2952","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"312","11183","1356","1","0.3674","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"313","11183","5215","1","0.1961","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"314","11183","5232","1","0.3048","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"315","11184","5588","1","0.1725","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"316","11184","11257","1","0.335","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"317","11255","5117","1","0.1231","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"318","11255","5118","1","0.1912","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"319","11257","1404","1","0.1389","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"320","11257","5175","1","0.2117","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9800 South,"321","11257","11184","1","0.335","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"322","11259","1356","1","0.3823","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"323","11259","5214","1","0.1306","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"324","11259","5587","1","0.4105","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"325","11261","1352","1","0.3863","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"326","11261","1397","1","0.6112","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"327","11261","5208","1","0.2147","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,South Jordan,"328","11261","5214","1","0.2844","2","36","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"329","11281","5214","1","0.4441","1","29","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,10400 South,"330","11282","5208","1","0.2666","1","35","857","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"331","11489","1360","1","0.2373","7","20","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 Sout,"332","11489","7984","1","0.1026","1","30","814","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 Sout,"333","11489","8172","1","0.1499","1","35","857","1",
"LINESTRING EMPTY",LINESTRING EMPTY,300 West,"334","11507","3689","1","0.094","2","25","601","1",
"LINESTRING EMPTY",LINESTRING EMPTY,300 West,"335","11507","5216","1","0.2346","2","25","601","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"336","11763","5730","1","0.1123","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,700 West,"337","11763","7210","1","0.0747","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,1300 West,"338","11827","5440","1","0.18981","1","32","666","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"339","11910","5118","1","0.1358","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,500 West,"340","11910","10853","1","0.166","1","24","633","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Riverside,"341","1358","3000","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Riverside,"342","1358","5117","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Riverside,"343","5117","1358","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Riverside,"344","3000","1358","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Jordan Gateway,"345","6185","5175","1","0.12113","2","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Jordan Gateway,"346","5175","6185","1","0.12113","2","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 South,"347","3000","3001","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 South,"348","3001","3000","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 South,"349","3001","8172","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9400 South,"350","8172","3000","1","0.12113","1","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"351","3001","1359","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"352","1359","3001","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Jordan Gateway,"353","5175","11507","1","0.12113","2","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Jordan Gateway,"354","11507","5175","1","0.12113","2","35","600","1",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"355","1358","3002","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"356","3002","1358","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"357","1323","11161","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"358","11161","1323","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"359","1319","11146","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"360","11146","1319","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"361","1319","11147","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"362","11147","1319","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"363","1322","11160","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"364","11160","1322","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"365","1360","5730","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,Connector,"366","5730","1360","1","0.12113","7","21","10000","2",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"367","5592","1","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"368","1","2","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"369","2","3","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"370","3","4","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"371","4","5","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"372","5","5117","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"373","5117","5","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"374","5","4","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"375","4","3","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"376","3","2","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"377","2","1","1","0.12113","2","32","847","1",
"LINESTRING EMPTY",LINESTRING EMPTY,9000 South,"378","1","5592","1","0.12113","2","32","847","1",
