name,node_id,osm_node_id,osm_highway,zone_id,ctrl_type,node_type,activity_type,is_boundary,x_coord,y_coord,main_node_id,poi_id,notes
,0,41197842,,,,,residential,0,-111.8461743,33.5896261,,,
,1,41197844,turning_circle,,,,residential,2,-111.8464989,33.5897649,,,
,2,41211451,,,,,residential,0,-111.8842748,33.6174758,,,
,3,41211453,turning_circle,,,,residential,2,-111.8841377,33.6175729,,,
,4,41222507,,,,,residential,0,-111.8536636,33.5780488,,,
,5,41222508,turning_circle,,,,residential,2,-111.8528558,33.5774058,,,
,6,5852324456,,,,,residential,2,-111.8467077,33.5984644,,,
,7,358076330,,,,,residential,0,-111.8466011,33.5984413,,,
,8,41237388,,,,,residential,0,-111.8975526,33.5954029,,,
,9,41237390,,,,,secondary,0,-111.8971645,33.5965427,,,
,10,41239646,,,,,residential,0,-111.7810095,33.5963072,,,
,11,1076391737,,,,,residential,2,-111.7798984,33.595943,,,
,12,41236979,,,,,residential,0,-111.8500687,33.5982144,,,
,13,358074922,,,,,residential,2,-111.8509314,33.597946,,,
,14,41248111,turning_circle,,,,residential,2,-111.8732641,33.5799717,,,
,15,41248112,,,,,residential,0,-111.8730238,33.5800802,,,
,16,41253075,,,,,residential,0,-111.8401405,33.5947252,,,
,17,41253077,turning_circle,,,,residential,2,-111.8398978,33.5948771,,,
,18,5766938861,,,,,residential,2,-111.8516668,33.6011444,,,
,19,358075511,,,,,residential,0,-111.8515792,33.6010887,,,
,20,41277064,,,,,residential,0,-111.8555729,33.5813642,,,
,21,41277069,turning_circle,,,,residential,2,-111.8566195,33.5814272,,,
,22,41279715,,,,,residential,0,-111.7976897,33.60259,,,
,23,1148614975,turning_circle,,,,residential,2,-111.7973653,33.6026422,,,
,24,41313017,,,,,residential,0,-111.872294,33.5772437,,,
,25,41313019,turning_circle,,,,residential,2,-111.8721867,33.5769,,,
,26,41323935,,,,,residential,0,-111.8601562,33.606262,,,
,27,41323938,turning_circle,,,,residential,2,-111.8604057,33.6064306,,,
,28,41372232,,,,,residential,0,-111.8733162,33.5731083,,,
,29,41372234,,,,,residential,0,-111.8724427,33.5732977,,,
,30,41375052,,,,,residential,0,-111.8686079,33.5770724,,,
,31,41375054,turning_circle,,,,residential,2,-111.8687956,33.576819,,,
,32,41377592,,,,,residential,0,-111.8543069,33.575418,,,
,33,2097455301,,,,,residential,0,-111.8542287,33.5753352,,,
,34,41379301,,,,,residential,0,-111.8900847,33.5930553,,,
,35,41379302,turning_circle,,,,residential,2,-111.8903824,33.5930597,,,
,36,41381159,,,,,residential,0,-111.8716384,33.5720314,,,
,37,5100873804,,,,,residential,0,-111.8716244,33.5719326,,,
,38,41387819,,,,,residential,0,-111.890082,33.5923286,,,
,39,41387821,turning_circle,,,,residential,2,-111.8903837,33.5923274,,,
,40,41387826,,,,,residential,0,-111.890086,33.5916047,,,
,41,41387829,turning_circle,,,,residential,2,-111.8903864,33.5916058,,,
,42,41387833,,,,,residential,0,-111.8900887,33.5901568,,,
,43,41387836,turning_circle,,,,residential,2,-111.8903891,33.5901535,,,
,44,41387885,,,,,residential,0,-111.8548029,33.6216328,,,
,45,41387895,,,,,residential,0,-111.8545452,33.621683,,,
,46,41389925,turning_circle,,,,residential,0,-111.8227581,33.5851061,,,
,47,41389939,turning_circle,,,,residential,2,-111.8238278,33.585901,,,
,48,41396958,,,,,residential,0,-111.8493269,33.581185,,,
,49,41396967,turning_circle,,,,residential,2,-111.8491203,33.5813968,,,
,50,41397045,,,,,residential,0,-111.8494312,33.5792436,,,
,51,41397048,turning_circle,,,,residential,2,-111.8487894,33.57921,,,
,52,41419911,,,,,residential,0,-111.8810408,33.601928,,,
,53,41419913,turning_circle,,,,residential,2,-111.8810053,33.602097,,,
,54,41426077,,,,,residential,0,-111.7814348,33.5867685,,,
,55,41426078,turning_circle,,,,residential,2,-111.7811309,33.5866918,,,
,56,41431996,,,,,residential,0,-111.8034432,33.5713449,,,
,57,41431998,turning_circle,,,,residential,2,-111.803336,33.5714398,,,
,58,41439394,,,,,residential,0,-111.817085,33.5764316,,,
,59,2479791432,,,,,residential,0,-111.8175689,33.5764335,,,
,60,41441503,,,,,residential,0,-111.7806007,33.5957716,,,
,61,1076391605,,,,,residential,0,-111.7802968,33.594944,,,
,62,1076391614,,,,,residential,0,-111.7802893,33.5947409,,,
,63,41441508,,,,,residential,0,-111.780277,33.594241,,,
,64,41463914,,,,,residential,0,-111.8015841,33.5714339,,,
,65,41463916,turning_circle,,,,residential,2,-111.8008967,33.5715306,,,
,66,41473303,,,,,residential,0,-111.8494777,33.5757256,,,
,67,41473311,turning_circle,,,,residential,2,-111.8486553,33.5757848,,,
,68,41473315,,,,,residential,0,-111.8491304,33.5780937,,,
,69,41473328,turning_circle,,,,residential,2,-111.8485244,33.5782232,,,
,70,41473337,,,,,residential,0,-111.827337,33.5802396,,,
,71,41473338,turning_circle,,,,residential,2,-111.8270151,33.5804367,,,
,72,41478909,,,,,residential,0,-111.8637261,33.5988865,,,
,73,316704874,turning_circle,,,,residential,2,-111.8636682,33.5982816,,,
,74,41480372,,,,,residential,0,-111.8413969,33.5901376,,,
,75,41480376,turning_circle,,,,residential,2,-111.841472,33.59032,,,
,76,41480668,,,,,residential,0,-111.8607609,33.6262515,,,
,77,41480673,,,,,residential,0,-111.856674,33.6262193,,,
,78,41485142,,,,,residential,0,-111.8389661,33.5944352,,,
,79,41485144,turning_circle,,,,residential,2,-111.8386964,33.5944357,,,
,80,41486864,,,,,residential,0,-111.8861717,33.6135803,,,
,81,41486866,turning_circle,,,,residential,2,-111.8861631,33.6138019,,,
,82,5088091824,,,,,residential,0,-111.84329,33.5807028,,,
,83,41492868,,,,,tertiary,0,-111.8437105,33.5807024,,,
,84,9166421478,,,,,residential,0,-111.8441462,33.5807021,,,
,85,41495028,,,,,residential,0,-111.8686379,33.5735521,,,
,86,41495043,turning_circle,,,,residential,2,-111.869412,33.5734256,,,
,87,41502552,turning_circle,,,,residential,0,-111.8300627,33.6039306,,,
,88,41502563,turning_circle,,,,residential,2,-111.8298052,33.6051727,,,
,89,41505855,,,,,residential,0,-111.7953787,33.5944484,,,
,90,41505860,turning_circle,,,,residential,0,-111.7951603,33.5954026,,,
,91,41508170,turning_circle,,,,residential,0,-111.8308147,33.5705588,,,
,92,41508171,,,,,residential,0,-111.8300472,33.5712036,,,
,93,41508182,,,,,residential,0,-111.7881794,33.572372,,,
,94,41508185,,,,,residential,0,-111.7894596,33.5723777,,,
,95,41505844,,,,,residential,0,-111.7944708,33.5725151,,,
,96,41508200,,,,,residential,0,-111.8286373,33.5719557,,,
,97,3960710034,,,,,residential,0,-111.8285943,33.5718248,,,
,98,41508207,,,,,residential,0,-111.840638,33.5717644,,,
,99,41508208,turning_circle,,,,residential,2,-111.8397892,33.5722537,,,
,100,3958754091,,,,,residential,0,-111.8388426,33.5718472,,,
,101,41508216,,,,,residential,0,-111.8367609,33.5719653,,,
,102,41508219,,,,,residential,0,-111.8355459,33.571795,,,
,103,41508228,turning_circle,,,,residential,0,-111.8276722,33.572157,,,
,104,41508242,,,,,residential,0,-111.8262477,33.5716547,,,
,105,41508244,,,,,residential,0,-111.8250982,33.5718889,,,
,106,41508250,,,,,residential,0,-111.8242146,33.5718832,,,
,107,41508253,turning_circle,,,,residential,0,-111.8229919,33.5718628,,,
,108,41508267,,,,,residential,0,-111.8619911,33.5688403,,,
,109,41508270,,,,,residential,0,-111.8618277,33.5690594,,,
,110,41508275,,,,,residential,0,-111.8616665,33.5698988,,,
,111,41508292,,,,,residential,0,-111.8612042,33.5708701,,,
,112,41508296,,,,,tertiary,0,-111.8611318,33.5713478,,,
,113,41510127,,,,,residential,0,-111.8264136,33.5842047,,,
,114,41510129,,,,,residential,0,-111.8263738,33.5838874,,,
,115,41510132,,,,,residential,0,-111.826376,33.5831844,,,
,116,2404259767,,,,,primary,0,-111.8263899,33.5825047,,,
,117,9159901603,,,,,residential,0,-111.8270874,33.5930196,,,
,118,41510164,,,,,residential,0,-111.8287505,33.596308,,,
,119,41510168,,,,,residential,0,-111.8243074,33.5769167,,,
,120,41510169,turning_circle,,,,residential,0,-111.8254195,33.5781177,,,
,121,41510174,turning_circle,,,,residential,2,-111.8256719,33.5883789,,,
,122,41510176,,,,,residential,0,-111.8257535,33.5889081,,,
,123,41510179,turning_circle,,,,residential,2,-111.8257525,33.5893557,,,
,124,41510101,,,,,residential,0,-111.8263681,33.572325,,,
,125,41510193,turning_circle,,,,residential,0,-111.8262703,33.5711799,,,
,126,41511874,turning_circle,,,,residential,2,-111.8004323,33.5960537,,,
,127,9178913696,,,,,residential,0,-111.8012376,33.5956951,,,
,128,348766482,turning_circle,,,,residential,2,-111.7986785,33.5960665,,,
,129,41511894,turning_circle,,,,residential,0,-111.796116,33.5956848,,,
,130,41512492,,,,,residential,0,-111.7873605,33.604404,,,
,131,41512499,turning_circle,,,,residential,2,-111.7880467,33.6058968,,,
,132,41512503,,,,,residential,0,-111.7864479,33.5969127,,,
,133,41512504,,,,,residential,0,-111.7866465,33.5973933,,,
,134,41512507,,,,,residential,0,-111.7871413,33.5983509,,,
,135,41512510,,,,,residential,0,-111.7864538,33.5993772,,,
,136,41512515,turning_circle,,,,residential,2,-111.7855889,33.6001259,,,
,137,41512523,turning_circle,,,,residential,0,-111.7861842,33.5955869,,,
,138,41512525,turning_circle,,,,residential,0,-111.7865481,33.5961942,,,
,139,41514304,,,,,residential,0,-111.9043523,33.5691189,,,
,140,2580291486,,,,,residential,2,-111.9048888,33.5689547,,,
,141,5088471564,,,,,residential,0,-111.8517702,33.6180582,,,
,142,41516158,,,,,residential,0,-111.8515547,33.6182147,,,
,143,41516167,,,,,residential,0,-111.850087,33.6184811,,,
,144,7555430510,,,,,residential,0,-111.8466425,33.6196166,,,
,145,41516217,,,,,tertiary,0,-111.853013,33.6188437,,,
,146,41516223,,,,,residential,0,-111.8572961,33.6179324,,,
,147,41516226,turning_circle,,,,residential,2,-111.8583076,33.6174733,,,
,148,41517777,,,,,residential,0,-111.8885205,33.6023284,,,
,149,41517778,,,,,residential,0,-111.8885244,33.6011027,,,
,150,41517781,,,,,residential,0,-111.8890311,33.61468,,,
,151,41517782,,,,,residential,0,-111.8893468,33.6153259,,,
,152,41517784,,,,,residential,0,-111.8896564,33.6159534,,,
,153,41517787,,,,,residential,0,-111.8897379,33.6166833,,,
,154,41517792,,,,,residential,0,-111.8885158,33.5993022,,,
,155,41517793,turning_circle,,,,residential,0,-111.8885387,33.6002434,,,
,156,41517795,,,,,residential,0,-111.8889498,33.6030509,,,
,157,41517798,,,,,residential,0,-111.8889516,33.6037788,,,
,158,41517800,,,,,residential,0,-111.8889429,33.6043003,,,
,159,41517802,,,,,residential,0,-111.8889497,33.6047983,,,
,160,41517806,,,,,residential,0,-111.8889518,33.6054939,,,
,161,41517811,turning_circle,,,,residential,0,-111.8891527,33.6110114,,,
,162,41517812,,,,,residential,0,-111.8891433,33.6115102,,,
,163,2618771450,,,,,residential,0,-111.8891451,33.6116195,,,
,164,41517820,,,,,residential,0,-111.8888084,33.6124231,,,
,165,256988589,turning_circle,,,,residential,2,-111.8886116,33.6121674,,,
,166,41517852,,,,,tertiary,0,-111.887031,33.5960482,,,
,167,41517866,,,,,tertiary,0,-111.8878772,33.5938827,,,
,168,41517872,,,,,tertiary,0,-111.8878826,33.593418,,,
,169,41517875,,,,,tertiary,0,-111.887883,33.5927116,,,
,170,41517879,,,,,tertiary,0,-111.8878835,33.5919919,,,
,171,41517882,,,,,tertiary,0,-111.8878839,33.5912639,,,
,172,41517883,,,,,tertiary,0,-111.8878844,33.590542,,,
,173,41517885,,,,,tertiary,0,-111.8878848,33.5898039,,,
,174,41517888,,,,,residential,0,-111.8890497,33.6105968,,,
,175,41517892,,,,,residential,0,-111.8890497,33.6098462,,,
,176,41475456,,,,,residential,0,-111.8891785,33.6091743,,,
,177,41519093,,,,,residential,0,-111.9027308,33.5605969,,,
,178,41519095,turning_circle,,,,residential,2,-111.9032565,33.5604449,,,
,179,41519154,turning_circle,,,,residential,2,-111.8209579,33.6024652,,,
,180,41519157,,,,,residential,0,-111.8211379,33.6005098,,,
,181,41519160,,,,,residential,0,-111.8209905,33.5994517,,,
,182,41519167,turning_circle,,,,residential,0,-111.8209268,33.5976969,,,
,183,9175638694,,,,,residential,0,-111.8219595,33.5902378,,,
,184,2489751579,,,,,residential,0,-111.8219466,33.5912065,,,
,185,41519196,turning_circle,,,,residential,2,-111.8214287,33.5846871,,,
,186,41519197,,,,,residential,0,-111.8213984,33.5853776,,,
,187,41519204,,,,,residential,0,-111.8212909,33.5865039,,,
,188,41519207,,,,,residential,0,-111.821296,33.5872189,,,
,189,41520399,,,,,residential,0,-111.8539698,33.5724009,,,
,190,41520401,,,,,residential,0,-111.8548715,33.5720371,,,
,191,2097377148,,,,,residential,0,-111.8556929,33.5719993,,,
,192,41520408,,,,,residential,0,-111.8515953,33.5727116,,,
,193,41520409,,,,,residential,0,-111.8523646,33.5724437,,,
,194,41520417,,,,,residential,0,-111.8507425,33.5731438,,,
,195,41520418,,,,,residential,0,-111.8498942,33.5735125,,,
,196,41520422,,,,,residential,0,-111.848691,33.5740686,,,
,197,41520437,turning_circle,,,,residential,2,-111.8422916,33.5745866,,,
,198,41523076,,,,,residential,0,-111.811023,33.5933704,,,
,199,41523078,turning_circle,,,,residential,0,-111.8090462,33.593358,,,
,200,41523086,turning_circle,,,,residential,2,-111.8128452,33.5928909,,,
,201,41523088,turning_circle,,,,residential,0,-111.8117466,33.5928784,,,
,202,41523163,,,,,residential,0,-111.8157282,33.593171,,,
,203,41523165,turning_circle,,,,residential,2,-111.8150034,33.5929751,,,
,204,41523180,,,,,residential,0,-111.8339714,33.5912313,,,
,205,41523189,,,,,residential,0,-111.8331078,33.5912481,,,
,206,348610453,,,,,residential,0,-111.8216888,33.5930526,,,
,207,41523199,turning_circle,,,,residential,2,-111.8184909,33.593362,,,
,208,41523239,,,,,residential,0,-111.8900793,33.5927,,,
,209,41523243,turning_circle,,,,residential,2,-111.8874962,33.5927128,,,
,210,41523249,turning_circle,,,,residential,0,-111.8747844,33.5920538,,,
,211,41523250,turning_circle,,,,residential,2,-111.8761403,33.5919948,,,
,212,41523302,,,,,residential,0,-111.881684,33.5945117,,,
,213,41523308,turning_circle,,,,residential,0,-111.8822674,33.5946826,,,
,214,41523312,,,,,residential,0,-111.8771999,33.5916557,,,
,215,41523314,,,,,residential,0,-111.8782227,33.5919021,,,
,216,41523398,,,,,residential,0,-111.8804982,33.5931056,,,
,217,41523411,turning_circle,,,,residential,2,-111.8779802,33.592241,,,
,218,41523419,turning_circle,,,,residential,0,-111.8856979,33.5927288,,,
,219,316703033,turning_circle,,,,residential,2,-111.8865545,33.5926717,,,
,220,41523613,turning_circle,,,,residential,0,-111.9021361,33.5677896,,,
,221,41523615,,,,,residential,0,-111.9013743,33.5680913,,,
,222,41523623,turning_circle,,,,residential,0,-111.8993896,33.5687287,,,
,223,5193349947,,,,,residential,0,-111.8956414,33.5671554,,,
,224,41523635,,,,,residential,0,-111.8949762,33.5680175,,,
,225,41523640,,,,,residential,0,-111.8943116,33.5686649,,,
,226,41523648,,,,,residential,0,-111.8934396,33.5692686,,,
,227,1640875412,,,,,residential,0,-111.8931369,33.569579,,,
,228,7977156231,,,,,residential,0,-111.8927253,33.5699241,,,
,229,41523654,,,,,residential,0,-111.8919926,33.57043,,,
,230,41523658,turning_circle,,,,residential,2,-111.8908884,33.5708859,,,
,231,41524511,turning_circle,,,,residential,0,-111.867931,33.5748249,,,
,232,41524512,,,,,residential,0,-111.8686199,33.5749803,,,
,233,41524514,turning_circle,,,,residential,2,-111.86939,33.5749743,,,
,234,41524594,,,,,residential,0,-111.8541747,33.574616,,,
,235,41377594,,,,,residential,0,-111.8537874,33.5748614,,,
,236,41524605,,,,,residential,0,-111.8533405,33.5750974,,,
,237,41524622,,,,,residential,0,-111.8526716,33.5750156,,,
,238,41525168,turning_circle,,,,residential,0,-111.8411191,33.5937178,,,
,239,41525170,,,,,residential,0,-111.8411113,33.5926653,,,
,240,41525173,,,,,residential,0,-111.8411124,33.5919774,,,
,241,41523136,,,,,tertiary,0,-111.8411129,33.5915287,,,
,242,41525202,,,,,residential,0,-111.8405092,33.6279674,,,
,243,41525207,turning_circle,,,,residential,2,-111.8399927,33.6286585,,,
,244,41525336,,,,,residential,0,-111.8401272,33.5755017,,,
,245,41525338,,,,,residential,0,-111.8403196,33.5758604,,,
,246,41525340,,,,,residential,0,-111.8405219,33.5763122,,,
,247,41525351,,,,,residential,0,-111.8403226,33.5776768,,,
,248,41525360,turning_circle,,,,residential,0,-111.8400695,33.579267,,,
,249,41525377,,,,,residential,0,-111.8412307,33.6308321,,,
,250,41525382,turning_circle,,,,residential,2,-111.84065,33.6315445,,,
,251,41525405,turning_circle,,,,residential,0,-111.8398336,33.5831379,,,
,252,41525406,,,,,residential,0,-111.8398121,33.5838103,,,
,253,41525409,,,,,residential,0,-111.8398135,33.5844986,,,
,254,41525412,,,,,residential,0,-111.8398093,33.5851813,,,
,255,41525420,turning_circle,,,,residential,0,-111.8401578,33.5862553,,,
,256,41525427,,,,,residential,0,-111.8418765,33.5874773,,,
,257,41525429,turning_circle,,,,residential,2,-111.8418816,33.5866256,,,
,258,41525901,turning_circle,,,,residential,0,-111.8674738,33.5755537,,,
,259,41525906,,,,,residential,0,-111.8683325,33.5757562,,,
,260,41525908,turning_circle,,,,residential,2,-111.8693946,33.5757502,,,
,261,41525961,turning_circle,,,,residential,0,-111.8259044,33.5746604,,,
,262,41525965,turning_circle,,,,residential,0,-111.8251593,33.5746689,,,
,263,41529242,turning_circle,,,,residential,0,-111.8228012,33.5865389,,,
,264,41529243,,,,,residential,0,-111.8227944,33.5876239,,,
,265,41529247,turning_circle,,,,residential,2,-111.8227878,33.5885331,,,
,266,41529254,,,,,residential,0,-111.8221938,33.5683301,,,
,267,41529261,,,,,residential,0,-111.8228928,33.5690273,,,
,268,41529266,,,,,residential,0,-111.8230319,33.5699287,,,
,269,3960704211,,,,,residential,0,-111.8218223,33.570792,,,
,270,41529309,,,,,residential,0,-111.8228395,33.6006634,,,
,271,41529311,turning_circle,,,,residential,0,-111.8225258,33.6014462,,,
,272,41534071,turning_circle,,,,residential,0,-111.8592049,33.6335549,,,
,273,41534074,turning_circle,,,,residential,0,-111.8593546,33.6328289,,,
,274,41534091,turning_circle,,,,residential,0,-111.8595381,33.6228254,,,
,275,41534092,,,,,residential,0,-111.8583229,33.6240833,,,
,276,41534095,turning_circle,,,,residential,2,-111.8579432,33.6246733,,,
,277,41534106,turning_circle,,,,residential,2,-111.8598237,33.6284823,,,
,278,41534107,,,,,residential,0,-111.8598728,33.6290755,,,
,279,41535155,turning_circle,,,,residential,2,-111.8446874,33.5721896,,,
,280,41535156,,,,,residential,0,-111.8440643,33.5721019,,,
,281,41535166,turning_circle,,,,residential,2,-111.8429139,33.5723559,,,
,282,41535225,,,,,residential,0,-111.84627,33.5883468,,,
,283,41535227,,,,,residential,0,-111.8462729,33.5887141,,,
,284,41535235,,,,,residential,0,-111.8462748,33.5891613,,,
,285,41535246,,,,,residential,0,-111.8458019,33.5900529,,,
,286,41535252,,,,,residential,0,-111.8451411,33.5907468,,,
,287,41535258,,,,,residential,0,-111.8445453,33.591377,,,
,288,41535262,,,,,residential,0,-111.8434795,33.5924166,,,
,289,41535266,turning_circle,,,,residential,0,-111.8419618,33.5929834,,,
,290,41535273,turning_circle,,,,residential,0,-111.8463597,33.6328658,,,
,291,41535275,,,,,residential,0,-111.845686,33.6335305,,,
,292,41535278,turning_circle,,,,residential,2,-111.8454392,33.6337004,,,
,293,41535283,,,,,residential,0,-111.8454295,33.6159926,,,
,294,41535293,turning_circle,,,,residential,2,-111.8463738,33.6148192,,,
,295,41535302,,,,,tertiary,0,-111.8434363,33.5737197,,,
,296,41535303,,,,,residential,0,-111.8432529,33.5732069,,,
,297,41535309,,,,,residential,0,-111.8436959,33.572971,,,
,298,41535319,,,,,residential,0,-111.8441552,33.5711536,,,
,299,41535347,,,,,residential,0,-111.8459287,33.5838471,,,
,300,41535350,turning_circle,,,,residential,2,-111.8459259,33.5841538,,,
,301,41535356,turning_circle,,,,residential,0,-111.8463117,33.5865606,,,
,302,41535358,,,,,residential,0,-111.8463284,33.5872625,,,
,303,41535361,turning_circle,,,,residential,0,-111.8462971,33.5877585,,,
,304,41535960,,,,,residential,0,-111.8986415,33.5631387,,,
,305,41535966,,,,,residential,0,-111.8975146,33.5640285,,,
,306,41535972,,,,,residential,0,-111.8969186,33.5647932,,,
,307,41535974,,,,,residential,0,-111.8963484,33.5654453,,,
,308,41535985,,,,,residential,0,-111.8955404,33.5657668,,,
,309,41535993,,,,,residential,0,-111.8938814,33.5651567,,,
,310,41535998,,,,,residential,0,-111.8933388,33.5654763,,,
,311,41536004,,,,,residential,0,-111.8930566,33.5659021,,,
,312,41536008,turning_circle,,,,residential,2,-111.8920709,33.5663535,,,
,313,41541742,,,,,residential,0,-111.8676041,33.5687651,,,
,314,41541743,turning_circle,,,,residential,2,-111.867382,33.5685724,,,
,315,41541880,turning_circle,,,,residential,2,-111.8178905,33.5688006,,,
,316,41541883,,,,,residential,0,-111.8170574,33.5687339,,,
,317,41541889,,,,,residential,0,-111.8135995,33.5689281,,,
,318,41541899,,,,,residential,0,-111.8116323,33.568485,,,
,319,41541902,,,,,residential,0,-111.8098757,33.5684744,,,
,320,41541905,,,,,residential,0,-111.8082088,33.5684798,,,
,321,41541908,,,,,residential,0,-111.8065845,33.5684721,,,
,322,2394365977,,,,,residential,0,-111.8047509,33.5685061,,,
,323,41541920,,,,,residential,0,-111.8715774,33.5687774,,,
,324,41541927,turning_circle,,,,residential,2,-111.8706694,33.5685046,,,
,325,41541932,turning_circle,,,,residential,2,-111.8695221,33.5685157,,,
,326,41541934,,,,,residential,0,-111.8688069,33.5686741,,,
,327,41541970,,,,,residential,0,-111.8657105,33.5687447,,,
,328,41541974,,,,,residential,0,-111.8640703,33.5684777,,,
,329,41541986,,,,,residential,0,-111.8621329,33.5687262,,,
,330,41542980,,,,,residential,0,-111.8522446,33.5838289,,,
,331,41542995,,,,,residential,0,-111.8493837,33.5860483,,,
,332,41542997,,,,,tertiary,0,-111.8488102,33.5860566,,,
,333,5214527848,,,,,tertiary,0,-111.8563535,33.5746382,,,
,334,41545240,,,,,residential,0,-111.8679393,33.6075184,,,
,335,41545237,,,,,residential,0,-111.8679395,33.6068194,,,
,336,41545230,,,,,residential,0,-111.8680842,33.6059891,,,
,337,41545224,,,,,residential,0,-111.868344,33.6053082,,,
,338,41545222,,,,,residential,0,-111.8683545,33.6046643,,,
,339,41545220,,,,,tertiary,0,-111.8682758,33.6042261,,,
,340,41545273,turning_circle,,,,residential,0,-111.8692357,33.6162423,,,
,341,41545276,,,,,residential,0,-111.8692323,33.6169412,,,
,342,41545278,,,,,residential,0,-111.8692658,33.6176531,,,
,343,41545282,turning_circle,,,,residential,0,-111.8692183,33.6184409,,,
,344,41545288,,,,,residential,0,-111.8685988,33.5897667,,,
,345,316701512,turning_circle,,,,residential,2,-111.8685934,33.5883982,,,
,346,41545304,,,,,residential,0,-111.8696775,33.5792226,,,
,347,41545305,turning_circle,,,,residential,2,-111.8696143,33.5797689,,,
,348,41545348,turning_circle,,,,residential,0,-111.869115,33.6020161,,,
,349,9171960638,,,,,residential,0,-111.8691342,33.6011185,,,
,350,41546593,,,,,residential,0,-111.8538974,33.6143401,,,
,351,346583307,turning_circle,,,,residential,2,-111.8568257,33.6140307,,,
,352,41548814,turning_circle,,,,residential,2,-111.7903667,33.5974454,,,
,353,41548815,,,,,residential,0,-111.7905206,33.5981303,,,
,354,41548818,,,,,residential,0,-111.7901479,33.5986921,,,
,355,5085864823,,,,,residential,0,-111.7901084,33.5987581,,,
,356,41548820,,,,,residential,0,-111.7899891,33.5989951,,,
,357,41548822,,,,,residential,0,-111.7898839,33.5992048,,,
,358,41548823,,,,,residential,0,-111.7899117,33.6001031,,,
,359,41548825,turning_circle,,,,residential,2,-111.7901306,33.5963686,,,
,360,41548831,,,,,residential,0,-111.7899995,33.59574,,,
,361,41548843,,,,,residential,0,-111.7905271,33.5938237,,,
,362,41548846,turning_circle,,,,residential,2,-111.7908861,33.5934134,,,
,363,41551801,,,,,residential,0,-111.9025813,33.5709609,,,
,364,41551803,turning_circle,,,,residential,2,-111.9027771,33.5714592,,,
,365,41553598,,,,,residential,0,-111.8733015,33.5741528,,,
,366,41557199,,,,,residential,0,-111.8706467,33.6020496,,,
,367,41557200,turning_circle,,,,residential,2,-111.8702404,33.6018779,,,
,368,41558194,turning_circle,,,,residential,0,-111.875642,33.6075695,,,
,369,41558195,,,,,residential,0,-111.8758995,33.606776,,,
,370,41558218,turning_circle,,,,residential,0,-111.8763193,33.605928,,,
,371,41558317,turning_circle,,,,residential,0,-111.8760059,33.5965105,,,
,372,41558316,,,,,residential,0,-111.8761289,33.5956113,,,
,373,41558314,,,,,residential,0,-111.8763904,33.594764,,,
,374,41558308,,,,,residential,0,-111.8766637,33.5940633,,,
,375,41558304,,,,,residential,0,-111.8768935,33.5932351,,,
,376,41558295,,,,,residential,0,-111.8773769,33.5909539,,,
,377,41558292,,,,,residential,0,-111.8775284,33.5902737,,,
,378,41558290,,,,,tertiary,0,-111.8775326,33.5897856,,,
,379,41560487,,,,,residential,0,-111.8284198,33.569085,,,
,380,3960696580,,,,,residential,0,-111.8288134,33.5694296,,,
,381,41560494,,,,,residential,0,-111.841851,33.5880551,,,
,382,41560495,,,,,tertiary,0,-111.841619,33.5883792,,,
,383,41565119,,,,,tertiary,0,-111.8483384,33.6333404,,,
,384,41565120,,,,,residential,0,-111.8480532,33.6338183,,,
,385,41565199,,,,,residential,0,-111.844689,33.5684319,,,
,386,41565204,turning_circle,,,,residential,2,-111.8444864,33.5689958,,,
,387,41565216,turning_circle,,,,residential,0,-111.8472534,33.5928134,,,
,388,41565219,,,,,residential,0,-111.8472904,33.592432,,,
,389,41565227,,,,,residential,0,-111.8468662,33.5910552,,,
,390,41565291,,,,,residential,0,-111.8469975,33.583846,,,
,391,41565293,turning_circle,,,,residential,2,-111.8470015,33.5841625,,,
,392,41566065,,,,,residential,0,-111.7981792,33.5935145,,,
,393,41566071,,,,,residential,0,-111.7984659,33.5922254,,,
,394,41566079,turning_circle,,,,residential,2,-111.7991926,33.5910903,,,
,395,41566086,,,,,residential,2,-111.7982216,33.5715353,,,
,396,41566089,,,,,residential,0,-111.7982216,33.5724364,,,
,397,41566093,,,,,residential,0,-111.7982216,33.5743458,,,
,398,41566095,,,,,residential,0,-111.7982194,33.5751587,,,
,399,41566949,turning_circle,,,,residential,2,-111.7784871,33.5829222,,,
,400,41566950,,,,,residential,0,-111.7777938,33.5829828,,,
,401,9181179974,,,,,residential,2,-111.7770568,33.5829554,,,
,402,41566958,,,,,residential,0,-111.8278921,33.5831909,,,
,403,41566961,,,,,residential,0,-111.8268811,33.5831864,,,
,404,41566965,,,,,residential,0,-111.8252727,33.5831821,,,
,405,41566966,,,,,residential,0,-111.8244347,33.5831792,,,
,406,358468117,turning_circle,,,,residential,2,-111.822423,33.5832017,,,
,407,41566992,turning_circle,,,,residential,0,-111.8571452,33.5831546,,,
,408,41566993,,,,,residential,0,-111.8587371,33.5831253,,,
,409,41566994,turning_circle,,,,residential,2,-111.8590897,33.5831633,,,
,410,41567006,,,,,tertiary,0,-111.8565731,33.5832236,,,
,411,41567009,,,,,residential,0,-111.8559794,33.5832269,,,
,412,41567011,,,,,residential,0,-111.8548483,33.5832221,,,
,413,41567013,turning_circle,,,,residential,0,-111.8532125,33.5832249,,,
,414,41567019,turning_circle,,,,residential,0,-111.8710516,33.5833679,,,
